delivery_id,order_id,rider_id,distance_km,vehicle_type,delivery_rating,delay_flag
601139,7014211,101330,7.63,EV Scooter,2.7,Y
601140,7002897,100636,7.16,Bike,2.8,Y
601141,7013243,101314,6.26,Bike,1.6,N
601142,7013249,102505,10.12,bike,3.9,Y
601143,7010371,101917,1.35,Bike,3.6,Y
601144,7013221,103967,6.55,bike,1.2,N
601145,7005651,102577,10.36,Bicycle,1.8,Y
601146,7005508,103848,,EV Scooter,5.0,Y
601147,7006424,102445,7.4,bike,2.1,Y
601148,7001931,102735,2.57,bike,4.4,N
601149,7007850,103641,7.04,EV,2.4,Y
601150,7014325,100159,7.39,Bicycle,4.8,Y
601151,7003447,100034,2.0,EV,2.2,N
601152,7009674,103634,11.99,Bike,4.8,N
601153,7004798,102623,5.08,EV,4.5,N
601154,7014221,101839,0.57,EV,1.5,N
601155,7009351,102167,11.23,Bicycle,2.0,Y
601156,7013339,100913,11.49,bike,1.8,Y
601157,7000345,103257,10.71,EV Scooter,3.1,N
601158,7010848,101797,9.37,EV Scooter,3.3,Y
601159,7004991,103655,11.75,EV,4.6,N
601160,7002497,102686,2.97,EV Scooter,2.5,Y
601161,7005659,103340,5.61,bike,,Y
601162,7013590,103393,10.22,EV,4.0,Y
601163,7000152,101601,8.98,Bike,1.0,N
601164,7012214,100441,1.54,EV,2.1,Y
601165,7012215,103741,11.33,Bicycle,3.6,Y
601166,7007932,100484,5.49,bike,2.3,N
601167,7000573,101633,10.1,EV Scooter,2.9,N
601168,7003143,101214,1.38,Bike,4.2,Y
601169,7008795,102217,11.72,Bike,2.3,N
601170,7006647,103233,2.15,Bicycle,4.6,N
601171,7008993,101717,0.52,Bike,4.3,N
601172,7007156,101887,9.85,Bike,4.4,Y
601173,7008205,101627,5.38,Bike,3.8,N
601174,7004772,102315,7.04,Bike,4.8,Y
601175,7003500,100951,0.62,Bicycle,1.4,Y
601176,7007612,100940,10.15,EV Scooter,1.1,Y
601177,7011080,102610,6.91,EV,4.5,Y
601178,7013762,100005,5.01,Bicycle,2.1,N
601179,7013093,101099,6.31,Bicycle,2.9,Y
601180,7000507,102036,7.67,Bike,4.3,Y
601181,7014721,103041,11.17,EV,4.4,N
601182,7014739,100823,6.77,EV Scooter,2.2,N
601183,7001554,102325,3.29,Bike,,N
601184,7013582,101138,8.34,bike,2.4,N
601185,7011321,103240,7.4,Bike,2.7,Y
601186,7003747,102742,2.42,Bicycle,,Y
601187,7011261,101572,10.6,Bike,1.6,N
601188,7009594,101572,3.51,Bicycle,1.9,Y
601189,7006380,100468,5.87,EV,1.0,Y
601190,7001812,102276,0.61,bike,1.2,N
601191,7002003,101975,1.47,bike,2.1,Y
601192,7001028,100011,3.22,EV,4.5,N
601193,7000820,101962,5.8,Bicycle,1.7,Y
601194,7012236,103865,2.99,EV,2.9,N
601195,7012620,103959,1.64,EV Scooter,,N
601196,7001791,100580,11.44,EV Scooter,3.6,N
601197,7013291,103417,,EV,2.8,N
601198,7005293,101817,6.84,EV,3.7,Y
601199,7000908,103671,2.51,EV,1.1,N
601200,7001119,100753,11.55,Bike,3.0,Y
