product_id,product_name,category,mrp,selling_price,brand,unit
30708,Assumenda 1L,Meat & Seafood,500.61,496.94,"Rege, Kala and Mukherjee",kg
30709,Neque 1L,Bakery,785.76,763.92,,PC
30710,Odio Box,Meat & Seafood,969.07,877.11,Bakshi LLC,ml
30711,Quaerat 1L,Household,782.17,579.12,Bora-Bakshi,kg
30712,Voluptatum 500g,Snacks,603.55,455.26,Sarin LLC,g
30713,Blanditiis Pack,Meat & Seafood,499.23,350.57,Rao and Sons,g
30714,Maxime 500g,Personal Care,1022.71,1016.31,Srinivas PLC,Kg
30715,Recusandae 500g,Meat & Seafood,178.89,151.35,Bajwa Group,pc
30716,Praesentium 500g,Meat & Seafood,28.58,22.87,Pradhan PLC,PC
30717,A Jar,Household,624.87,590.96,Deshmukh-Sarin,g
30718,Perspiciatis 500g,Snacks,798.49,591.38,Misra-Soni,g
30719,Inventore 1L,Beverages,387.0,329.94,"Dora, Basu and Dalal",Kg
30720,Sunt 500g,Atta Rice & Dal,1012.57,915.41,,g
30721,Inventore Pack,Personal Care,941.64,885.46,Raghavan Group,L
30722,Exercitationem Jar,Snacks,924.05,881.36,,kg
30723,Corporis Box,Instant Food,1095.7,830.66,Sheth-Sant,kg
30724,Magnam 1L,Bakery,709.77,608.39,Bobal LLC,L
30725,Odit Pack,Household,1177.13,830.13,"Yohannan, Memon and Dhillon",ml
30726,Aliquid Box,Fruits & Vegetables,258.64,192.74,Pandya Inc,PC
30727,Dolorum Jar,Baby Care,180.88,133.85,Bansal and Sons,L
30728,Ratione 1L,Instant Food,756.28,602.13,Chand-Acharya,pc
30729,Iusto Combo,Personal Care,732.46,664.25,Kant Ltd,kg
30730,Et 1L,Fruits & Vegetables,641.36,462.79,Ray PLC,ml
30731,Corporis 1L,Dairy & Breakfast,272.17,222.89,Parmer Ltd,L
30732,Dolorum Box,Baby Care,1040.17,798.33,"Bera, Raval and Kashyap",PC
30733,Laborum 500g,Baby Care,280.96,277.19,,pc
30734,Optio 1L,Baby Care,131.28,93.09,,ml
30735,Dolorem Combo,Baby Care,521.98,444.92,,ml
30736,Autem 500g,Beverages,662.53,600.53,Singh-Manne,Kg
30737,Quo 1L,Atta Rice & Dal,824.7,619.04,Sinha-Kari,L
30738,Temporibus Jar,Beverages,613.18,600.78,Sama-Naidu,g
30739,Quaerat Box,Dairy & Breakfast,1014.2,968.92,Mohan Group,g
30740,Ipsam 500g,Atta Rice & Dal,770.16,587.98,Devi-Viswanathan,pc
30741,Exercitationem 1L,Meat & Seafood,587.79,563.04,Balan PLC,kg
30742,Vitae Jar,Bakery,355.59,,Natt-Korpal,Kg
30743,Reiciendis Pack,Meat & Seafood,258.45,218.72,"Din, Mittal and Narang",ml
30744,Fugiat Pack,Baby Care,172.34,161.66,Kashyap-Mand,ml
30745,Reiciendis 1L,Instant Food,333.47,269.85,Nayak and Sons,Kg
30746,Earum 1L,Baby Care,397.37,314.19,Modi Group,Kg
30747,Doloribus Pack,Baby Care,215.24,193.93,Chander-Natarajan,g
30748,Nemo Combo,Baby Care,39.76,29.27,Balasubramanian-Mallick,Kg
30749,Placeat 500g,Household,796.19,701.57,Shere Inc,L
30750,Similique Pack,Instant Food,1122.24,811.37,,Kg
30751,Cum Box,Instant Food,158.15,153.81,Sem PLC,kg
30752,Earum Box,Bakery,1141.89,953.12,Savant Inc,Kg
30753,Excepturi 500g,Fruits & Vegetables,1142.41,965.77,Shukla and Sons,PC
30754,Pariatur Box,Snacks,1190.17,1118.79,"Kamdar, Kata and Gill",Kg
30755,Ratione 500g,Meat & Seafood,862.35,815.59,"Tata, Sethi and Acharya",ml
30756,Molestiae Pack,Fruits & Vegetables,481.67,457.38,,ml
30757,Veniam Combo,Personal Care,310.96,,"Gupta, Chana and Vyas",L
30758,Enim Jar,Fruits & Vegetables,113.62,92.27,Bava-Mall,PC
30759,Reprehenderit Box,Baby Care,929.85,920.19,Saha Ltd,L
30760,Totam Pack,Atta Rice & Dal,446.78,388.6,"Chadha, Nadig and Bajwa",ml
30761,Fugit 1L,Dairy & Breakfast,614.24,466.78,"Varty, Patla and Dayal",g
30762,Accusantium 1L,Dairy & Breakfast,326.95,301.3,"Krishnamurthy, Zachariah and Upadhyay",g
30763,Numquam 500g,Instant Food,515.22,366.72,"Sampath, Din and Hans",ml
30764,Fugiat Jar,Meat & Seafood,686.23,577.78,Dyal-Goyal,pc
30765,Repellat Jar,Beverages,808.56,746.17,"Jain, Sridhar and Choudhary",PC
30766,Iste Combo,Household,448.37,410.72,"Padmanabhan, Basak and Dutt",PC
30767,Error 1L,Instant Food,972.06,715.58,Ramesh-Khatri,pc
30768,Possimus Pack,Fruits & Vegetables,170.02,127.36,Agrawal Inc,ml
30769,Assumenda Combo,Snacks,808.84,774.74,Dora-Murthy,kg
30770,Odit Jar,Beverages,1186.64,1117.32,Khanna-Natt,g
30771,Illum Jar,Baby Care,759.24,559.93,"Bala, Uppal and Choudhry",L
30772,Quidem Pack,Dairy & Breakfast,488.18,395.94,Jaggi Inc,L
30773,Autem Pack,Personal Care,725.09,,Bhatnagar-Shukla,Kg
30774,Repellat Box,Dairy & Breakfast,973.08,848.14,Chokshi-Oommen,Kg
30775,Quis Combo,Household,741.41,604.46,"Bhasin, Kata and Sharma",kg
30776,Recusandae 1L,Meat & Seafood,340.81,327.28,Padmanabhan-Bansal,PC
30777,Perferendis Combo,Meat & Seafood,46.63,38.98,Gala and Sons,pc
30778,Vitae Combo,Household,25.37,19.76,"Maharaj, Chadha and Swamy",kg
30779,Error Jar,Atta Rice & Dal,447.24,373.28,"Jha, Subramanian and Morar",Kg
30780,Magni 1L,Fruits & Vegetables,818.7,639.68,Peri-Dua,L
30781,Quod 500g,Fruits & Vegetables,934.18,745.47,Oommen-Hari,g
30782,Officia Box,Household,348.05,277.68,Bala Group,Kg
30783,Exercitationem Combo,Household,316.93,298.22,Chaudhari Group,ml
30784,Officiis 1L,Pet Supplies,467.22,457.83,Soni LLC,PC
30785,Delectus Pack,Fruits & Vegetables,967.67,683.34,Kohli Ltd,pc
30786,Architecto 500g,Meat & Seafood,255.11,238.14,"Tripathi, Dugar and Dhar",L
30787,Atque Combo,Fruits & Vegetables,339.63,256.7,,g
30788,Illo Jar,Beverages,988.53,834.58,"Devi, Prabhakar and Banerjee",ml
30789,Rem Pack,Beverages,179.33,149.12,Kumar-Dugal,ml
30790,A Pack,Fruits & Vegetables,199.85,151.62,Hari Group,ml
30791,Porro Box,Beverages,903.93,867.5,Karan PLC,ml
30792,Corrupti Box,Snacks,256.98,237.85,"Zacharia, Dixit and Sura",Kg
30793,Sint Combo,Bakery,282.13,200.26,Bandi and Sons,pc
30794,Quibusdam 1L,Instant Food,17.88,13.63,Pradhan Group,g
30795,Corrupti Combo,Bakery,106.12,,Dara LLC,Kg
30796,Quod Box,Meat & Seafood,132.96,120.28,Yadav-Dhawan,kg
30797,Quis 1L,Beverages,327.63,315.25,"Brahmbhatt, Kala and Kulkarni",kg
30798,Blanditiis Box,Personal Care,242.84,182.79,"Sharaf, Dewan and Trivedi",PC
30799,Non Pack,Personal Care,505.99,414.34,Sarin Inc,L
30800,Quam 1L,Atta Rice & Dal,820.12,677.9,Savant-Dhingra,Kg
30801,Accusantium Jar,Beverages,137.68,117.41,"Prashad, Sama and Kadakia",L
30802,Qui Combo,Household,815.61,730.11,Dora and Sons,g
30803,Voluptates 1L,Fruits & Vegetables,805.16,589.49,"Chandran, Bumb and Johal",PC
30804,Commodi Combo,Meat & Seafood,897.92,643.84,"Thakur, Modi and Hayer",kg
30805,Atque Jar,Fruits & Vegetables,51.18,49.1,Sem-Khare,g
30806,Doloribus Jar,Personal Care,1100.36,995.14,"Kalita, Lata and Bandi",Kg
30807,Accusamus Combo,Fruits & Vegetables,1096.0,1027.5,Keer-Dhingra,PC
30808,Dolore Pack,Atta Rice & Dal,645.49,520.75,"Chakraborty, Chandra and Batta",ml
30809,Excepturi Box,Bakery,656.57,613.96,"Ramachandran, De and Barman",L
30810,Aliquam 1L,Household,411.33,344.82,Bali-Sem,pc
30811,Nulla Pack,Bakery,648.13,475.06,"Vig, Jani and Minhas",kg
30812,Harum 1L,Pet Supplies,555.57,429.0,Rastogi-Saha,L
30813,Odit Jar,Instant Food,442.58,433.0,"Wali, Peri and Nazareth",ml
30814,Saepe 500g,Instant Food,705.43,691.59,"Sarkar, Mital and Mandal",g
30815,Eos 500g,Instant Food,580.7,484.31,Om-Shan,kg
30816,Aliquid 1L,Beverages,1104.08,860.34,Suresh-Shenoy,ml
30817,Provident Box,Fruits & Vegetables,,1006.39,"Rattan, Mittal and Gulati",kg
30818,Deleniti Combo,Snacks,652.94,478.94,,ml
30819,Deserunt 1L,Fruits & Vegetables,654.61,,"Chaudhry, Parmar and Morar",ml
30820,Modi Jar,Snacks,791.22,674.36,"Kant, Nigam and Chad",g
30821,Error 500g,Baby Care,,810.64,Mannan Inc,ml
30822,Quisquam Pack,Pet Supplies,1003.84,704.25,Rao LLC,pc
30823,Suscipit Box,Bakery,926.62,891.38,Guha PLC,Kg
30824,Aliquam 1L,Baby Care,828.4,621.56,Agrawal Inc,Kg
30825,Perferendis Combo,Fruits & Vegetables,561.04,399.63,"Dua, Bhargava and Andra",pc
30826,Unde 500g,Dairy & Breakfast,388.36,327.86,Tata-Kala,Kg
30827,Consequuntur Combo,Fruits & Vegetables,101.73,100.36,"Magar, Cheema and Shan",Kg
30828,Amet Jar,Dairy & Breakfast,609.23,579.8,,PC
30829,Rem Pack,Fruits & Vegetables,386.58,376.98,"Pal, Vaidya and Swaminathan",PC
30830,Impedit Combo,Pet Supplies,700.72,517.16,"Rajagopal, Sen and Badal",PC
30831,Quas Pack,Bakery,601.52,541.92,"Banik, Vyas and Savant",kg
30832,Sint Box,Fruits & Vegetables,,1006.32,Gara-Sengupta,L
30833,Nisi 1L,Snacks,384.32,275.67,Raghavan-Chada,pc
30834,Pariatur 500g,Dairy & Breakfast,1179.06,1076.7,Natt-Boase,g
30835,Laudantium 500g,Fruits & Vegetables,1095.49,1075.19,Thaker PLC,pc
30836,Deleniti 1L,Fruits & Vegetables,484.13,410.91,"Memon, Chander and Thakkar",L
30837,Quam Box,Snacks,80.06,72.13,"Majumdar, Mammen and Vasa",kg
30838,Doloribus Box,Pet Supplies,714.11,,Bir PLC,kg
30839,Culpa 500g,Baby Care,963.62,740.41,Nagarajan-Randhawa,Kg
30840,Iure Jar,Household,80.59,66.14,"Gopal, Soman and Master",kg
30841,Excepturi Box,Fruits & Vegetables,567.03,450.09,Talwar Inc,L
30842,Ad Combo,Fruits & Vegetables,946.44,922.16,Gulati-Choudhry,g
30843,Mollitia Pack,Bakery,424.93,302.04,"Kamdar, Goda and Divan",L
30844,Deleniti Pack,Instant Food,130.84,96.87,Soni Ltd,g
30845,Ipsam Box,Meat & Seafood,121.06,94.96,"Atwal, Kala and Verma",L
30846,Ipsam Jar,Atta Rice & Dal,1191.14,1050.29,Iyer-Mutti,ml
30847,Pariatur Combo,Beverages,936.83,753.0,Karpe PLC,L
30848,Maiores Jar,Atta Rice & Dal,315.76,268.18,Manne LLC,L
30849,Nostrum Combo,Snacks,419.92,381.63,,PC
30850,Explicabo Jar,Snacks,744.0,638.84,Kibe-Barad,kg
30851,Tempora 500g,Instant Food,1158.42,878.56,"Pandya, Sarraf and Dara",Kg
30852,Odit 1L,Meat & Seafood,208.12,203.01,Nadkarni and Sons,PC
30853,Molestiae Box,Meat & Seafood,630.96,626.7,,g
30854,Maxime Combo,Pet Supplies,65.31,46.37,Nagarajan-Sidhu,PC
30855,Nisi Combo,Household,312.95,299.97,Chokshi Group,Kg
30856,Velit Jar,Instant Food,403.64,313.87,Bala Inc,PC
30857,Iure 1L,Snacks,189.64,178.83,"Sagar, Bhakta and Barad",g
30858,Totam Combo,Instant Food,633.54,472.2,Basak LLC,ml
30859,Pariatur Combo,Dairy & Breakfast,251.6,208.73,Nadig-Dora,PC
30860,Aperiam 1L,Pet Supplies,563.87,443.22,Misra PLC,pc
30861,Ipsam Jar,Meat & Seafood,610.91,476.18,Pandit-Virk,g
30862,Non Pack,Beverages,495.45,452.97,Dhingra-Bhalla,pc
30863,Ducimus Combo,Meat & Seafood,844.25,660.86,Chawla-Chatterjee,kg
30864,Et 500g,Instant Food,807.22,670.15,Swaminathan-Goyal,ml
30865,Eius 500g,Snacks,967.33,740.38,Ray Ltd,PC
30866,Id Pack,Beverages,474.88,425.55,Malhotra-Krishnan,g
30867,Officiis 1L,Meat & Seafood,129.06,113.85,Nigam-Sane,pc
30868,Voluptatum Jar,Household,1065.99,,Vyas Inc,kg
30869,Doloribus Combo,Baby Care,1079.98,855.1,Golla-Manda,kg
30870,Porro 500g,Baby Care,258.93,218.3,Sur Ltd,g
30871,Odit Jar,Meat & Seafood,988.43,946.96,Bail PLC,kg
30872,Qui Jar,Meat & Seafood,781.85,635.47,Chaudhry-Pau,g
30873,Amet Box,Snacks,80.76,68.13,Roy and Sons,PC
30874,Culpa 1L,Personal Care,500.98,393.03,"Das, Sridhar and Balasubramanian",L
30875,Repellat Jar,Fruits & Vegetables,69.05,62.03,Luthra-Pandit,kg
30876,Molestiae Box,Meat & Seafood,1151.98,1138.34,Ahuja-Jain,Kg
30877,Aspernatur 1L,Instant Food,557.52,408.42,Bansal-Salvi,L
30878,Quibusdam Pack,Snacks,1142.53,910.21,Kala-Kara,L
30879,Vero Pack,Meat & Seafood,790.37,781.05,Thakur-Ramachandran,kg
30880,Ipsum Box,Pet Supplies,846.35,680.65,"Brar, Kadakia and Shetty",PC
30881,Laborum 1L,Personal Care,855.04,681.51,Wason Ltd,L
30882,Est 1L,Meat & Seafood,264.67,250.52,"Chaudhary, Deshpande and Rama",pc
30883,Ducimus Box,Bakery,163.19,129.29,"Bal, Nair and Sarin",g
30884,Placeat 1L,Baby Care,213.48,157.47,Nagy Inc,L
30885,Consequatur 500g,Dairy & Breakfast,617.09,527.51,"Krishnamurthy, Bora and Pau",g
30886,Ratione 1L,Bakery,785.02,701.14,Kata-Randhawa,Kg
30887,Dignissimos Jar,Bakery,,,Venkataraman-Chadha,PC
30888,Tempora Jar,Atta Rice & Dal,132.91,123.53,Rajagopal Inc,kg
30889,Nostrum 1L,Atta Rice & Dal,981.08,793.48,Bhargava-Wagle,kg
30890,Blanditiis Jar,Instant Food,,301.49,Menon-Bansal,pc
30891,Fuga Jar,Instant Food,997.74,706.89,,Kg
30892,Dignissimos 500g,Dairy & Breakfast,380.41,373.44,Vaidya Group,PC
30893,Quasi 500g,Beverages,,948.28,Contractor Inc,Kg
30894,Dignissimos Jar,Dairy & Breakfast,708.64,666.17,Loke-Basak,PC
30895,Ratione Pack,Atta Rice & Dal,312.2,279.92,,g
30896,Ab 500g,Instant Food,100.07,71.44,Brar-Mani,kg
30897,Itaque 500g,Atta Rice & Dal,1084.49,909.72,Samra-Sen,L
30898,Sint 500g,Personal Care,266.15,219.18,Gera-Garde,L
30899,Tempora 500g,Pet Supplies,174.42,169.19,"Tara, Ben and Bose",g
30900,Sed 1L,Dairy & Breakfast,119.73,104.9,Johal-Chahal,PC
30901,Vero Box,Household,738.24,692.2,,L
30902,Nam 500g,Snacks,823.4,649.81,"Sundaram, Thakur and Narang",kg
30903,Architecto 1L,Personal Care,803.07,767.81,Minhas-Tandon,PC
30904,Iste Combo,Baby Care,367.22,288.11,"Srivastava, Baria and Merchant",PC
30905,A Pack,Atta Rice & Dal,936.59,757.83,Bhargava-Dasgupta,ml
30906,Velit Box,Fruits & Vegetables,1079.71,860.68,Mani LLC,ml
30907,Amet Box,Instant Food,345.09,330.49,"Mane, Bose and Vaidya",pc
30908,Facere Pack,Bakery,394.82,296.46,"Mahal, Kalla and Sekhon",PC
30909,Aliquam Box,Personal Care,462.15,375.58,Thaker-Chand,ml
30910,Pariatur Pack,Instant Food,91.07,73.58,Bora and Sons,PC
30911,Tenetur Combo,Personal Care,558.52,527.36,Bava-Nagi,ml
30912,Quas Jar,Baby Care,1130.21,1126.2,Ramanathan PLC,ml
30913,Unde 500g,Atta Rice & Dal,1027.79,1010.68,Jha-Batra,PC
30914,Minima 500g,Beverages,52.43,51.03,,g
30915,Laboriosam Jar,Bakery,555.46,404.63,"Mishra, Kamdar and Kapur",kg
30916,Labore Pack,Snacks,279.52,252.05,Bhakta Ltd,Kg
30917,Atque Jar,Household,1019.99,976.43,Dayal Group,g
30918,Nulla 500g,Beverages,967.42,679.11,"Batra, Ganesan and Dhingra",Kg
30919,Quod 1L,Household,1070.66,,"Purohit, Chanda and Raman",ml
30920,Inventore 1L,Personal Care,239.25,231.48,"Chakrabarti, Varkey and Bhakta",kg
30921,Asperiores 1L,Personal Care,727.63,592.66,"Puri, Bhatnagar and Kaul",kg
30922,Autem Pack,Snacks,669.73,654.81,Sathe-Wagle,kg
30923,Nesciunt 1L,Fruits & Vegetables,914.86,884.38,Bajaj and Sons,pc
30924,Quo 1L,Bakery,996.18,901.8,Bains-Krishnamurthy,pc
30925,Voluptate 500g,Dairy & Breakfast,700.4,618.91,Kalla and Sons,pc
30926,Consectetur Box,Household,1192.92,907.58,"Kashyap, Salvi and Rajan",g
30927,Reprehenderit 500g,Beverages,237.44,181.51,Gaba-Zacharia,Kg
30928,Eum 1L,Beverages,77.22,61.55,Trivedi PLC,Kg
30929,Eum Jar,Instant Food,922.58,759.67,Kala and Sons,PC
30930,Amet 1L,Snacks,828.6,621.34,"Kumar, Kothari and Nadig",Kg
30931,Veniam Combo,Baby Care,711.08,639.4,"Walia, Dhillon and Edwin",pc
30932,Expedita Jar,Snacks,796.2,717.99,Varkey LLC,kg
30933,Nesciunt 500g,Fruits & Vegetables,1019.52,923.88,Prashad-Suresh,pc
30934,Aspernatur Pack,Baby Care,1198.15,874.7,Modi and Sons,PC
30935,Ducimus 1L,Atta Rice & Dal,846.89,746.12,"Chopra, Mahal and Vohra",kg
30936,Error 500g,Bakery,366.22,309.61,"Pandey, Mukherjee and Lad",L
30937,Harum Pack,Fruits & Vegetables,1055.94,811.31,Kapoor Inc,pc
30938,Dignissimos Box,Snacks,407.74,390.32,Ganguly-Shankar,pc
30939,Voluptate Combo,Snacks,1111.08,889.44,"Bawa, Tailor and Comar",Kg
30940,Iusto 500g,Dairy & Breakfast,86.2,80.93,Mandal LLC,PC
30941,Quia Combo,Atta Rice & Dal,125.78,112.23,"Chada, Savant and Konda",Kg
30942,Architecto 500g,Household,1194.55,904.27,"Kapadia, Golla and Sen",L
30943,Ab Combo,Personal Care,724.96,674.56,"Prasad, Dada and Subramaniam",L
30944,Velit Jar,Baby Care,784.42,751.15,Rajagopalan and Sons,kg
30945,Modi 1L,Personal Care,533.72,504.69,"Srinivas, Singhal and Chopra",Kg
30946,Provident Jar,Atta Rice & Dal,1008.6,,Ganguly-Sahota,Kg
30947,Soluta Jar,Household,1022.87,834.86,Kumar Group,pc
30948,Eos 500g,Pet Supplies,899.62,682.16,"Tank, Dora and Dyal",Kg
30949,Non 500g,Bakery,525.18,,Saha-Merchant,L
30950,Sit Jar,Snacks,785.51,760.56,"Sahota, Bhardwaj and Parekh",PC
30951,Accusantium Box,Beverages,437.31,309.08,"Banik, Deshmukh and Dhaliwal",g
30952,Laudantium Box,Atta Rice & Dal,1100.61,,"Kant, Brar and Baria",ml
30953,Cumque 500g,Meat & Seafood,933.2,860.29,"Balakrishnan, Bajaj and Khare",L
30954,Suscipit 500g,Pet Supplies,1189.43,1106.08,Madan Ltd,PC
30955,Minima Pack,Atta Rice & Dal,578.11,423.8,Pathak LLC,pc
30956,Neque Jar,Instant Food,14.38,11.72,"Saraf, Kamdar and Chahal",ml
30957,Optio Jar,Meat & Seafood,651.82,557.52,"Atwal, Om and Bal",g
30958,Quisquam Box,Household,177.97,140.19,"Rau, Dewan and Sridhar",PC
30959,Maxime 500g,Bakery,461.06,336.97,Chatterjee-Shankar,ml
30960,Aliquam Box,Personal Care,815.6,578.78,,kg
30961,Fuga Box,Personal Care,1199.45,1195.1,Sha PLC,g
30962,Aspernatur Box,Meat & Seafood,178.29,139.82,Lal Ltd,pc
30963,Optio Jar,Dairy & Breakfast,385.5,295.01,"Saini, Memon and Joshi",Kg
30964,Pariatur Jar,Meat & Seafood,586.6,557.32,"Thakkar, Mallick and Bhatti",ml
30965,Repellendus 1L,Atta Rice & Dal,822.53,705.66,Kapoor Inc,g
30966,Ea Jar,Dairy & Breakfast,41.23,30.01,Grewal-Minhas,g
30967,Qui Box,Beverages,,267.85,Tiwari-Taneja,g
30968,Iste Jar,Dairy & Breakfast,264.45,206.64,Krishnan-Chauhan,g
30969,Aliquid Pack,Snacks,,883.96,Bose-Bera,ml
30970,Laboriosam Box,Household,678.16,531.32,Rana-Kanda,g
30971,Ea Box,Atta Rice & Dal,190.5,187.51,Mody-Ramaswamy,Kg
30972,Voluptates Pack,Household,919.82,,"Dayal, Kibe and Ganguly",Kg
30973,Illum Box,Bakery,809.63,691.25,Talwar-Bava,kg
30974,Magni 500g,Dairy & Breakfast,663.01,620.92,Mallick and Sons,kg
30975,Molestiae 1L,Dairy & Breakfast,433.76,377.25,Borah-Sundaram,Kg
30976,Cumque 500g,Snacks,1151.14,1116.13,Kara-Cherian,kg
30977,Cumque Box,Beverages,612.69,542.44,,g
30978,Voluptatibus 1L,Dairy & Breakfast,673.26,671.79,Suri-Parmar,kg
30979,Expedita Box,Atta Rice & Dal,971.1,718.96,Ramesh Group,pc
30980,Quia 1L,Household,1199.69,1083.95,Padmanabhan-De,pc
30981,Magnam Pack,Snacks,70.62,57.05,Reddy-Rattan,kg
30982,Quia 500g,Pet Supplies,489.03,422.25,,PC
30983,Nobis Pack,Bakery,338.99,306.35,Radhakrishnan Inc,PC
30984,Nemo Box,Atta Rice & Dal,647.56,642.69,"Palan, Banik and Wadhwa",PC
30985,Corrupti Combo,Bakery,960.85,820.93,Anand Group,L
30986,Vitae 500g,Snacks,767.99,767.95,"Naik, Borde and Edwin",g
30987,Culpa Pack,Atta Rice & Dal,1090.01,781.35,Kibe and Sons,g
30988,Dicta 1L,Pet Supplies,712.16,548.07,Dewan and Sons,Kg
30989,Sint 500g,Meat & Seafood,883.95,808.06,Nadkarni-Pingle,g
30990,Totam Pack,Snacks,743.24,656.33,,Kg
30991,Tempora Pack,Meat & Seafood,768.05,578.21,"Kata, Borra and Batta",ml
30992,Tempora Pack,Beverages,,820.51,Kapadia LLC,pc
30993,Quia Combo,Instant Food,905.55,,Prasad-Mall,pc
30994,Reiciendis Jar,Dairy & Breakfast,725.16,589.63,Dugar Inc,ml
30995,Saepe Pack,Atta Rice & Dal,1190.68,948.11,Mishra Ltd,L
30996,Et Box,Household,389.45,379.34,Mutti-Date,Kg
30997,Architecto Combo,Fruits & Vegetables,602.09,499.44,Pant-Sangha,L
30998,Recusandae Pack,Fruits & Vegetables,130.84,105.91,"Khatri, Sahota and Sekhon",kg
30999,Provident Pack,Meat & Seafood,1051.17,837.16,"Amble, Yadav and Sankaran",L
31000,Assumenda 1L,Fruits & Vegetables,869.14,612.28,"Mandal, Nagarajan and Anne",pc
31001,Aspernatur Box,Baby Care,537.81,,"Choudhary, Handa and Srinivasan",pc
31002,Assumenda 1L,Personal Care,587.78,481.55,Mistry Group,g
31003,Veritatis 500g,Personal Care,417.17,376.61,Mannan Inc,g
31004,Neque 1L,Meat & Seafood,661.59,470.46,Andra-Goswami,Kg
31005,Quaerat 1L,Bakery,637.16,600.49,Narula Ltd,pc
31006,Earum Combo,Instant Food,875.81,766.76,,kg
31007,Deleniti Jar,Atta Rice & Dal,394.44,350.39,Gandhi Inc,kg
31008,At 1L,Pet Supplies,944.72,682.24,"Pillay, Shere and Badami",g
31009,Vel 500g,Atta Rice & Dal,803.16,674.7,"Cheema, Jain and Deol",L
31010,Natus Pack,Pet Supplies,364.52,342.4,Pal PLC,L
31011,Facilis Combo,Snacks,1030.44,1026.42,"Halder, Pai and Solanki",ml
31012,Minima Pack,Personal Care,735.13,689.24,Butala LLC,g
31013,At Combo,Pet Supplies,1019.09,918.22,Aurora Inc,kg
31014,Quasi 500g,Fruits & Vegetables,943.49,904.84,Mani-Srinivasan,Kg
31015,Ullam Combo,Snacks,1165.41,1034.94,Srinivas Ltd,kg
31016,Totam Box,Fruits & Vegetables,408.61,360.31,Devi-Goel,Kg
31017,Quae Jar,Baby Care,960.01,683.49,"Mangal, Bail and Desai",g
31018,Esse Pack,Atta Rice & Dal,999.94,916.53,Sachar-Aggarwal,pc
31019,Unde 1L,Atta Rice & Dal,1100.7,988.64,Sawhney PLC,kg
31020,Totam 1L,Dairy & Breakfast,427.99,334.96,Char-Chander,ml
31021,Beatae 1L,Atta Rice & Dal,363.36,263.39,"Venkataraman, Dass and Tripathi",Kg
31022,Similique Pack,Dairy & Breakfast,1176.6,1016.76,Srinivasan Group,pc
31023,Numquam Combo,Personal Care,642.65,466.2,Murthy-Sodhi,kg
31024,Repudiandae 500g,Pet Supplies,428.8,318.27,Pal-Yogi,g
31025,Quos Pack,Beverages,846.51,605.34,,pc
31026,Dolore Pack,Atta Rice & Dal,474.99,374.46,Bhatti-Buch,Kg
31027,Maiores 500g,Atta Rice & Dal,566.69,419.72,Kalita-Kothari,PC
31028,Voluptatum Jar,Snacks,1030.04,1027.25,Bhargava PLC,PC
31029,Corporis 500g,Fruits & Vegetables,821.37,676.63,"Muni, Ravi and Bobal",pc
31030,Saepe Pack,Personal Care,1052.25,764.08,Merchant-Dora,kg
31031,Aliquam 1L,Fruits & Vegetables,587.05,536.56,Sehgal-Murthy,kg
31032,Vel Pack,Fruits & Vegetables,552.32,409.44,"Thakur, Kumar and Rai",ml
31033,Dolorem Combo,Personal Care,999.34,885.4,Ahluwalia PLC,L
31034,Dignissimos Jar,Atta Rice & Dal,1137.76,841.95,Ganesh-Saini,pc
31035,Inventore Jar,Instant Food,1137.61,958.82,Samra-Sandal,Kg
31036,Nesciunt 1L,Household,1020.0,951.93,Dugar Inc,pc
31037,Eius Box,Pet Supplies,754.31,744.48,"Bansal, Tandon and Goswami",Kg
31038,Perferendis 500g,Household,692.57,527.1,,g
31039,Necessitatibus 500g,Household,663.88,606.36,Iyengar Inc,g
31040,Sunt Pack,Instant Food,123.71,93.43,"Sharaf, Maharaj and Banerjee",PC
31041,Esse Box,Snacks,542.92,401.74,Chander and Sons,ml
31042,Vel Box,Instant Food,962.1,961.57,Mander-Radhakrishnan,kg
31043,Enim Box,Instant Food,1157.21,1015.34,Walla and Sons,pc
31044,Saepe Pack,Household,162.74,154.79,Wali-Wali,g
31045,Ipsa Box,Dairy & Breakfast,911.11,,,ml
31046,Possimus Box,Household,506.94,366.96,Doctor Group,Kg
31047,Quidem Combo,Baby Care,83.86,68.31,Bahl PLC,pc
31048,Nostrum Jar,Dairy & Breakfast,371.7,323.12,Bajaj-Vohra,L
31049,Ad Box,Bakery,607.12,526.11,"Nath, Prakash and Luthra",Kg
31050,Quo 500g,Personal Care,26.13,18.73,Shroff PLC,pc
31051,Esse 1L,Baby Care,968.56,913.17,Dada Inc,ml
31052,Suscipit Jar,Beverages,421.13,405.12,Dora-Lal,Kg
31053,Unde Jar,Atta Rice & Dal,503.86,364.65,Dewan-Kumer,PC
31054,Numquam Pack,Bakery,837.11,821.08,Ahluwalia-Dutt,ml
31055,Ipsa Pack,Bakery,490.64,380.67,Choudhury-Din,Kg
31056,Unde Jar,Atta Rice & Dal,971.55,749.78,Kade-Baria,Kg
31057,Unde Pack,Beverages,640.4,614.94,Khanna and Sons,Kg
31058,Possimus Jar,Personal Care,1179.24,979.12,Chaudhari Ltd,g
31059,Dolorem Jar,Fruits & Vegetables,847.34,628.29,"Batra, Chandra and Kapoor",g
31060,Officia Pack,Baby Care,1128.05,963.21,Ramachandran-Hans,kg
