product_id,product_name,category,mrp,selling_price,brand,unit,discount_percent,price_status
30578,Quam Combo,Bakery,440.47,415.57,"Patil, Grover and Babu",Kg,5.65,Normal
30579,Ea Box,Pet Supplies,112.29,108.97,Unknown,Kg,2.96,Normal
30580,Consequatur Box,Fruits & Vegetables,123.08,118.06,Solanki and Sons,ml,4.08,Normal
30581,Ipsum Combo,Household,90.84,81.07,"Gola, Cherian and Banik",L,10.76,Normal
30582,Illum Jar,Baby Care,77.88,68.29,Pillai Inc,ml,12.31,Normal
30583,Laboriosam Box,Instant Food,246.92,245.78,Grewal PLC,PC,0.46,Normal
30584,Nam Pack,Pet Supplies,461.07,454.21,Oak PLC,ml,1.49,Normal
30585,Repellendus 500g,Fruits & Vegetables,553.22,392.71,Deep Ltd,g,29.01,Normal
30586,Fuga Pack,Household,1105.15,775.22,Gole LLC,Kg,29.85,Normal
30587,Itaque Pack,Instant Food,313.1,307.93,Munshi Group,PC,1.65,Normal
30588,Ipsum Box,Atta Rice & Dal,511.62,437.46,"Bhandari, Randhawa and Bhat",ml,14.5,Normal
30589,Veniam Box,Beverages,226.44,172.99,Chanda-Chacko,PC,23.6,Normal
30590,Quis 500g,Bakery,589.53,435.51,Chacko-Maharaj,Kg,26.13,Normal
30591,Dolor Box,Fruits & Vegetables,38.94,30.62,"Choudhry, Kari and Bajwa",ml,21.37,Normal
30592,Sequi 1L,Fruits & Vegetables,344.82,306.51,Nagy-Wadhwa,Kg,11.11,Normal
30593,Iure Pack,Pet Supplies,1014.66,859.68,"Devi, Grewal and D’Alia",Kg,15.27,Normal
30594,Fugiat Combo,Snacks,624.78,506.35,Khatri-Menon,g,18.96,Normal
30595,Laudantium 500g,Dairy & Breakfast,975.26,743.78,Chahal LLC,ml,23.74,Normal
30596,Ratione Pack,Meat & Seafood,103.49,87.81,"Dhar, Wagle and Sarraf",PC,15.15,Normal
30597,Facilis Box,Beverages,564.67,444.8,Ramesh-Chopra,PC,21.23,Normal
30598,Deleniti Box,Meat & Seafood,539.6,525.23,"Prashad, Sen and Nadig",Kg,2.66,Normal
30599,Cum Combo,Snacks,1045.91,744.34,"Shetty, Barad and Brahmbhatt",PC,28.83,Normal
30600,Ea 500g,Beverages,1181.42,1101.49,"Gola, Choudhury and Raju",ml,6.77,Normal
30601,Illo Box,Meat & Seafood,359.22,305.84,"Cherian, Mahajan and Verma",Kg,14.86,Normal
30602,Iste Box,Meat & Seafood,635.3,560.29,Kadakia-Dara,Kg,11.81,Normal
30603,Sequi 1L,Household,956.62,730.07,Merchant-Ramesh,PC,23.68,Normal
30604,Amet Combo,Fruits & Vegetables,336.83,306.51,Pandit PLC,g,9.0,Normal
30605,Quisquam Jar,Baby Care,703.72,581.62,Modi-Bala,L,17.35,Normal
30606,Optio 500g,Fruits & Vegetables,433.74,407.64,"Kalla, Patla and Devan",ml,6.02,Normal
30607,Voluptatum 500g,Snacks,31.8,31.09,"Sharaf, Kata and Batra",L,2.23,Normal
30608,Dolorum Combo,Dairy & Breakfast,741.6,627.26,Kohli LLC,ml,15.42,Normal
30609,Culpa Box,Personal Care,82.66,68.31,"Thakur, Grewal and Swaminathan",Kg,17.36,Normal
30610,Vero 1L,Snacks,569.22,473.66,"Tiwari, Agate and Kapadia",L,16.79,Normal
30611,In Pack,Snacks,638.43,598.77,"Tailor, Kunda and Kapadia",L,6.21,Normal
30612,Vitae 500g,Beverages,733.51,529.6,Saha-Vala,g,27.8,Normal
30613,Illo Combo,Dairy & Breakfast,270.09,200.92,Lall and Sons,PC,25.61,Normal
30614,Ad Jar,Baby Care,116.23,96.79,"Edwin, Sani and Arya",Kg,16.73,Normal
30615,Itaque Combo,Pet Supplies,634.3,494.87,Prasad-Sampath,g,21.98,Normal
30616,A Combo,Fruits & Vegetables,107.35,96.13,Kaul-Bora,PC,10.45,Normal
30617,Perferendis Combo,Personal Care,1030.44,729.11,Nigam-Tank,PC,29.24,Normal
30618,Distinctio Combo,Baby Care,801.09,678.01,Unknown,Kg,15.36,Normal
30619,Autem Combo,Baby Care,1079.22,786.58,Memon Inc,g,27.12,Normal
30620,A 500g,Atta Rice & Dal,581.19,410.77,"Hegde, Mallick and Thaker",PC,29.32,Normal
30621,Quos 1L,Instant Food,965.49,850.04,Mishra and Sons,L,11.96,Normal
30622,Optio Combo,Personal Care,372.58,300.85,Sehgal Ltd,L,19.25,Normal
30623,Ratione Combo,Beverages,760.49,717.96,Unknown,L,5.59,Normal
30624,Quia 500g,Dairy & Breakfast,887.77,681.88,Virk-Desai,g,23.19,Normal
30625,Corporis 1L,Atta Rice & Dal,354.22,278.43,Suresh Group,PC,21.4,Normal
30626,Quisquam 500g,Bakery,1105.85,1013.62,Anand-Dhar,PC,8.34,Normal
30627,Hic 500g,Household,872.32,720.05,Sachdeva-Ramaswamy,L,17.46,Normal
30628,Animi Jar,Baby Care,1038.49,769.61,"Koshy, Bhatti and Andra",PC,25.89,Normal
30629,Deleniti 1L,Atta Rice & Dal,585.76,537.91,Divan Inc,Kg,8.17,Normal
30630,Sint 500g,Fruits & Vegetables,1050.01,806.12,Hayer-Prakash,PC,23.23,Normal
30631,Illum 1L,Baby Care,1150.44,1031.41,Contractor-Morar,L,10.35,Normal
30632,Illo 500g,Instant Food,588.76,476.57,"Muni, Kalita and Pandit",PC,19.06,Normal
30633,Quis Jar,Snacks,110.47,98.6,Unknown,Kg,10.74,Normal
30634,Tenetur Combo,Baby Care,1090.74,1046.66,Yadav-Apte,L,4.04,Normal
30635,Eveniet Box,Baby Care,747.02,723.84,"Sehgal, Choudhry and Sant",PC,3.1,Normal
30636,Ad Pack,Dairy & Breakfast,1170.86,1153.79,Sahota Group,g,1.46,Normal
30637,Expedita Pack,Atta Rice & Dal,735.78,595.74,Anand Group,L,19.03,Normal
30638,Dolorem Box,Meat & Seafood,600.65,426.78,Bhargava-Suri,PC,28.95,Normal
30639,Minus Combo,Baby Care,105.6,104.1,"Taneja, Chokshi and Raj",ml,1.42,Normal
30640,Laborum Box,Snacks,706.03,694.84,Sekhon Group,ml,1.58,Normal
30641,Id Pack,Instant Food,905.54,787.22,"Muni, Saini and Dada",PC,13.07,Normal
30642,Omnis Pack,Instant Food,859.71,857.33,Barad PLC,L,0.28,Normal
30643,Nihil 1L,Snacks,228.26,189.94,"Nair, Mammen and Rajan",g,16.79,Normal
30644,Ad 500g,Baby Care,847.71,831.75,Baral Group,g,1.88,Normal
30645,Ratione Jar,Beverages,414.2,388.51,Bhatti PLC,Kg,6.2,Normal
30646,Dolore Box,Snacks,235.09,186.58,Keer-Kannan,L,20.63,Normal
30647,Rem Combo,Bakery,427.94,324.41,Unknown,L,24.19,Normal
30648,Omnis Pack,Household,1026.63,774.42,Zachariah-Kothari,PC,24.57,Normal
30649,Harum 500g,Baby Care,144.12,120.01,"Sarin, Nazareth and Johal",PC,16.73,Normal
30650,Quisquam 500g,Bakery,162.87,143.19,"Bora, Lanka and Verma",g,12.08,Normal
30651,Impedit Jar,Pet Supplies,658.01,517.27,"Ratta, Dutta and Nazareth",ml,21.39,Normal
30652,Culpa 500g,Pet Supplies,510.74,357.75,"Chhabra, Narula and Babu",g,29.95,Normal
30653,Aut 500g,Baby Care,85.45,75.25,Naik-Kar,PC,11.94,Normal
30654,Impedit Combo,Atta Rice & Dal,63.09,46.38,"Khanna, Wadhwa and Guha",ml,26.49,Normal
30655,Maiores Jar,Dairy & Breakfast,293.16,275.82,"Varghese, Garde and Jani",Kg,5.91,Normal
30656,Quibusdam 1L,Dairy & Breakfast,71.84,66.97,Dhillon Ltd,L,6.78,Normal
30657,Temporibus 500g,Snacks,1033.86,878.02,Kunda Ltd,g,15.07,Normal
30658,Cupiditate Pack,Beverages,779.35,622.83,Ghose-Goyal,L,20.08,Normal
30659,Amet 1L,Meat & Seafood,1027.87,950.58,"Devan, Bora and Hayer",PC,7.52,Normal
30660,Hic Box,Meat & Seafood,513.16,384.61,Bal-Sandhu,ml,25.05,Normal
30661,Possimus Box,Pet Supplies,148.78,145.65,Walla Ltd,ml,2.1,Normal
30662,Assumenda Box,Dairy & Breakfast,1142.02,1026.13,"Nayak, Dutt and Mistry",Kg,10.15,Normal
30663,Ab 1L,Beverages,49.4,35.92,Mahajan Inc,g,27.29,Normal
30664,Consequuntur 500g,Atta Rice & Dal,576.04,437.55,Sankar-Prakash,ml,24.04,Normal
30665,Praesentium 500g,Bakery,995.16,700.91,Samra-Pal,g,29.57,Normal
30666,Veniam Pack,Atta Rice & Dal,114.43,97.19,"Natarajan, Jha and Sarna",PC,15.07,Normal
30667,Qui Combo,Baby Care,155.3,130.96,Nazareth Group,Kg,15.67,Normal
30668,Doloremque Combo,Snacks,51.56,44.31,"Agate, Pingle and Chandran",PC,14.06,Normal
30669,Nesciunt 500g,Bakery,843.21,710.11,Unknown,g,15.78,Normal
30670,Necessitatibus Combo,Fruits & Vegetables,1132.46,805.85,Das-Upadhyay,Kg,28.84,Normal
30671,Soluta Box,Beverages,397.46,318.94,Viswanathan LLC,PC,19.76,Normal
30672,Velit Jar,Beverages,618.57,504.04,Luthra PLC,L,18.52,Normal
30673,A Combo,Bakery,246.16,196.02,"Das, Devan and Date",Kg,20.37,Normal
30674,Commodi Pack,Beverages,52.15,44.19,Bansal-Bhattacharyya,L,15.26,Normal
30675,Consequuntur Pack,Pet Supplies,634.73,606.01,Virk Group,g,4.52,Normal
30676,Distinctio 500g,Meat & Seafood,690.98,588.3,Sawhney-Bedi,L,14.86,Normal
30677,Vero Combo,Snacks,962.49,800.9,"Karnik, Toor and Vora",g,16.79,Normal
30678,Consequatur 500g,Dairy & Breakfast,339.55,323.35,Rajagopal Ltd,PC,4.77,Normal
30679,Ipsum Box,Fruits & Vegetables,1151.95,955.55,Saraf Ltd,Kg,17.05,Normal
30680,Quia Combo,Personal Care,739.66,687.68,Bali-Sengupta,ml,7.03,Normal
30681,Fugiat 1L,Beverages,1111.0,941.42,Gade-Gola,g,15.26,Normal
30682,Optio Pack,Dairy & Breakfast,136.62,123.78,Kamdar-Kashyap,g,9.4,Normal
30683,Laborum Pack,Snacks,62.42,61.58,Wali-Sankaran,g,1.35,Normal
30684,Perferendis 1L,Instant Food,612.18,529.05,Bedi and Sons,PC,13.58,Normal
30685,Commodi Combo,Instant Food,655.9,521.39,Jain Group,ml,20.51,Normal
30686,Dolorum 500g,Pet Supplies,926.34,871.98,"Jaggi, Barad and Vaidya",L,5.87,Normal
30687,Quis 500g,Meat & Seafood,1021.02,853.35,Apte-Gulati,L,16.42,Normal
30688,Dolor 500g,Instant Food,528.13,427.49,"Bhattacharyya, Brahmbhatt and Vasa",PC,19.06,Normal
30689,Nihil Combo,Baby Care,700.84,546.36,Subramanian-Mand,Kg,22.04,Normal
30690,Labore Combo,Snacks,1172.38,839.07,Arya Inc,PC,28.43,Normal
30691,Laboriosam Combo,Household,489.14,484.25,Unknown,PC,1.0,Normal
30692,Aliquam Combo,Household,966.98,766.01,Unknown,Kg,20.78,Normal
30693,Omnis Box,Meat & Seafood,402.2,310.45,Dara-Bansal,Kg,22.81,Normal
30694,Possimus Box,Beverages,1081.63,837.34,Kulkarni LLC,L,22.59,Normal
30695,Ducimus Combo,Household,1122.52,898.31,Jain PLC,PC,19.97,Normal
30696,Non Jar,Household,1166.63,1136.36,"Sami, Purohit and Subramanian",PC,2.59,Normal
30697,In 1L,Beverages,395.85,376.92,Handa Group,Kg,4.78,Normal
30698,Iste Jar,Instant Food,1050.2,810.39,Reddy PLC,L,22.83,Normal
30699,Rerum Jar,Snacks,14.11,13.93,Baral PLC,g,1.28,Normal
30700,Fuga 500g,Pet Supplies,458.7,371.9,Raghavan Group,PC,18.92,Normal
30701,Consectetur Box,Snacks,745.96,596.14,Chaudhuri Ltd,Kg,20.08,Normal
30702,Reiciendis 500g,Instant Food,27.51,26.34,"Sethi, Shenoy and Sahni",Kg,4.25,Normal
30703,Quidem Pack,Meat & Seafood,453.84,402.01,"Bhargava, Doshi and Kale",PC,11.42,Normal
30704,Beatae Jar,Personal Care,696.54,540.59,"Sandal, Ram and Bhalla",Kg,22.39,Normal
30705,Consequuntur Box,Personal Care,890.99,745.28,"Dave, Ratti and Rao",Kg,16.35,Normal
30706,Aut Box,Bakery,132.17,130.02,Viswanathan Group,PC,1.63,Normal
30707,Mollitia 1L,Beverages,864.55,629.43,"Sha, Gopal and Barman",ml,27.2,Normal
30708,Assumenda 1L,Meat & Seafood,500.61,496.94,"Rege, Kala and Mukherjee",Kg,0.73,Normal
30709,Neque 1L,Bakery,785.76,763.92,Unknown,PC,2.78,Normal
30710,Odio Box,Meat & Seafood,969.07,877.11,Bakshi LLC,ml,9.49,Normal
30711,Quaerat 1L,Household,782.17,579.12,Bora-Bakshi,Kg,25.96,Normal
30712,Voluptatum 500g,Snacks,603.55,455.26,Sarin LLC,g,24.57,Normal
30713,Blanditiis Pack,Meat & Seafood,499.23,350.57,Rao and Sons,g,29.78,Normal
30714,Maxime 500g,Personal Care,1022.71,1016.31,Srinivas PLC,Kg,0.63,Normal
30715,Recusandae 500g,Meat & Seafood,178.89,151.35,Bajwa Group,PC,15.39,Normal
30716,Praesentium 500g,Meat & Seafood,28.58,22.87,Pradhan PLC,PC,19.98,Normal
30717,A Jar,Household,624.87,590.96,Deshmukh-Sarin,g,5.43,Normal
30718,Perspiciatis 500g,Snacks,798.49,591.38,Misra-Soni,g,25.94,Normal
30719,Inventore 1L,Beverages,387.0,329.94,"Dora, Basu and Dalal",Kg,14.74,Normal
30720,Sunt 500g,Atta Rice & Dal,1012.57,915.41,Unknown,g,9.6,Normal
30721,Inventore Pack,Personal Care,941.64,885.46,Raghavan Group,L,5.97,Normal
30722,Exercitationem Jar,Snacks,924.05,881.36,Unknown,Kg,4.62,Normal
30723,Corporis Box,Instant Food,1095.7,830.66,Sheth-Sant,Kg,24.19,Normal
30724,Magnam 1L,Bakery,709.77,608.39,Bobal LLC,L,14.28,Normal
30725,Odit Pack,Household,1177.13,830.13,"Yohannan, Memon and Dhillon",ml,29.48,Normal
30726,Aliquid Box,Fruits & Vegetables,258.64,192.74,Pandya Inc,PC,25.48,Normal
30727,Dolorum Jar,Baby Care,180.88,133.85,Bansal and Sons,L,26.0,Normal
30728,Ratione 1L,Instant Food,756.28,602.13,Chand-Acharya,PC,20.38,Normal
30729,Iusto Combo,Personal Care,732.46,664.25,Kant Ltd,Kg,9.31,Normal
30730,Et 1L,Fruits & Vegetables,641.36,462.79,Ray PLC,ml,27.84,Normal
30731,Corporis 1L,Dairy & Breakfast,272.17,222.89,Parmer Ltd,L,18.11,Normal
30732,Dolorum Box,Baby Care,1040.17,798.33,"Bera, Raval and Kashyap",PC,23.25,Normal
30733,Laborum 500g,Baby Care,280.96,277.19,Unknown,PC,1.34,Normal
30734,Optio 1L,Baby Care,131.28,93.09,Unknown,ml,29.09,Normal
30735,Dolorem Combo,Baby Care,521.98,444.92,Unknown,ml,14.76,Normal
30736,Autem 500g,Beverages,662.53,600.53,Singh-Manne,Kg,9.36,Normal
30737,Quo 1L,Atta Rice & Dal,824.7,619.04,Sinha-Kari,L,24.94,Normal
30738,Temporibus Jar,Beverages,613.18,600.78,Sama-Naidu,g,2.02,Normal
30739,Quaerat Box,Dairy & Breakfast,1014.2,968.92,Mohan Group,g,4.46,Normal
30740,Ipsam 500g,Atta Rice & Dal,770.16,587.98,Devi-Viswanathan,PC,23.65,Normal
30741,Exercitationem 1L,Meat & Seafood,587.79,563.04,Balan PLC,Kg,4.21,Normal
30742,Vitae Jar,Bakery,355.59,296.77,Natt-Korpal,Kg,16.54,Normal
30743,Reiciendis Pack,Meat & Seafood,258.45,218.72,"Din, Mittal and Narang",ml,15.37,Normal
30744,Fugiat Pack,Baby Care,172.34,161.66,Kashyap-Mand,ml,6.2,Normal
30745,Reiciendis 1L,Instant Food,333.47,269.85,Nayak and Sons,Kg,19.08,Normal
30746,Earum 1L,Baby Care,397.37,314.19,Modi Group,Kg,20.93,Normal
30747,Doloribus Pack,Baby Care,215.24,193.93,Chander-Natarajan,g,9.9,Normal
30748,Nemo Combo,Baby Care,39.76,29.27,Balasubramanian-Mallick,Kg,26.38,Normal
30749,Placeat 500g,Household,796.19,701.57,Shere Inc,L,11.88,Normal
30750,Similique Pack,Instant Food,1122.24,811.37,Unknown,Kg,27.7,Normal
30751,Cum Box,Instant Food,158.15,153.81,Sem PLC,Kg,2.74,Normal
30752,Earum Box,Bakery,1141.89,953.12,Savant Inc,Kg,16.53,Normal
30753,Excepturi 500g,Fruits & Vegetables,1142.41,965.77,Shukla and Sons,PC,15.46,Normal
30754,Pariatur Box,Snacks,1190.17,1118.79,"Kamdar, Kata and Gill",Kg,6.0,Normal
30755,Ratione 500g,Meat & Seafood,862.35,815.59,"Tata, Sethi and Acharya",ml,5.42,Normal
30756,Molestiae Pack,Fruits & Vegetables,481.67,457.38,Unknown,ml,5.04,Normal
30757,Veniam Combo,Personal Care,310.96,264.26,"Gupta, Chana and Vyas",L,15.02,Normal
30758,Enim Jar,Fruits & Vegetables,113.62,92.27,Bava-Mall,PC,18.79,Normal
30759,Reprehenderit Box,Baby Care,929.85,920.19,Saha Ltd,L,1.04,Normal
30760,Totam Pack,Atta Rice & Dal,446.78,388.6,"Chadha, Nadig and Bajwa",ml,13.02,Normal
30761,Fugit 1L,Dairy & Breakfast,614.24,466.78,"Varty, Patla and Dayal",g,24.01,Normal
30762,Accusantium 1L,Dairy & Breakfast,326.95,301.3,"Krishnamurthy, Zachariah and Upadhyay",g,7.85,Normal
30763,Numquam 500g,Instant Food,515.22,366.72,"Sampath, Din and Hans",ml,28.82,Normal
30764,Fugiat Jar,Meat & Seafood,686.23,577.78,Dyal-Goyal,PC,15.8,Normal
30765,Repellat Jar,Beverages,808.56,746.17,"Jain, Sridhar and Choudhary",PC,7.72,Normal
30766,Iste Combo,Household,448.37,410.72,"Padmanabhan, Basak and Dutt",PC,8.4,Normal
30767,Error 1L,Instant Food,972.06,715.58,Ramesh-Khatri,PC,26.39,Normal
30768,Possimus Pack,Fruits & Vegetables,170.02,127.36,Agrawal Inc,ml,25.09,Normal
30769,Assumenda Combo,Snacks,808.84,774.74,Dora-Murthy,Kg,4.22,Normal
30770,Odit Jar,Beverages,1186.64,1117.32,Khanna-Natt,g,5.84,Normal
30771,Illum Jar,Baby Care,759.24,559.93,"Bala, Uppal and Choudhry",L,26.25,Normal
30772,Quidem Pack,Dairy & Breakfast,488.18,395.94,Jaggi Inc,L,18.89,Normal
30773,Autem Pack,Personal Care,725.09,616.21,Bhatnagar-Shukla,Kg,15.02,Normal
30774,Repellat Box,Dairy & Breakfast,973.08,848.14,Chokshi-Oommen,Kg,12.84,Normal
30775,Quis Combo,Household,741.41,604.46,"Bhasin, Kata and Sharma",Kg,18.47,Normal
30776,Recusandae 1L,Meat & Seafood,340.81,327.28,Padmanabhan-Bansal,PC,3.97,Normal
30777,Perferendis Combo,Meat & Seafood,46.63,38.98,Gala and Sons,PC,16.41,Normal
30778,Vitae Combo,Household,25.37,19.76,"Maharaj, Chadha and Swamy",Kg,22.11,Normal
30779,Error Jar,Atta Rice & Dal,447.24,373.28,"Jha, Subramanian and Morar",Kg,16.54,Normal
30780,Magni 1L,Fruits & Vegetables,818.7,639.68,Peri-Dua,L,21.87,Normal
30781,Quod 500g,Fruits & Vegetables,934.18,745.47,Oommen-Hari,g,20.2,Normal
30782,Officia Box,Household,348.05,277.68,Bala Group,Kg,20.22,Normal
30783,Exercitationem Combo,Household,316.93,298.22,Chaudhari Group,ml,5.9,Normal
30784,Officiis 1L,Pet Supplies,467.22,457.83,Soni LLC,PC,2.01,Normal
30785,Delectus Pack,Fruits & Vegetables,967.67,683.34,Kohli Ltd,PC,29.38,Normal
30786,Architecto 500g,Meat & Seafood,255.11,238.14,"Tripathi, Dugar and Dhar",L,6.65,Normal
30787,Atque Combo,Fruits & Vegetables,339.63,256.7,Unknown,g,24.42,Normal
30788,Illo Jar,Beverages,988.53,834.58,"Devi, Prabhakar and Banerjee",ml,15.57,Normal
30789,Rem Pack,Beverages,179.33,149.12,Kumar-Dugal,ml,16.85,Normal
30790,A Pack,Fruits & Vegetables,199.85,151.62,Hari Group,ml,24.13,Normal
30791,Porro Box,Beverages,903.93,867.5,Karan PLC,ml,4.03,Normal
30792,Corrupti Box,Snacks,256.98,237.85,"Zacharia, Dixit and Sura",Kg,7.44,Normal
30793,Sint Combo,Bakery,282.13,200.26,Bandi and Sons,PC,29.02,Normal
30794,Quibusdam 1L,Instant Food,17.88,13.63,Pradhan Group,g,23.77,Normal
30795,Corrupti Combo,Bakery,106.12,88.57,Dara LLC,Kg,16.54,Normal
30796,Quod Box,Meat & Seafood,132.96,120.28,Yadav-Dhawan,Kg,9.54,Normal
30797,Quis 1L,Beverages,327.63,315.25,"Brahmbhatt, Kala and Kulkarni",Kg,3.78,Normal
30798,Blanditiis Box,Personal Care,242.84,182.79,"Sharaf, Dewan and Trivedi",PC,24.73,Normal
30799,Non Pack,Personal Care,505.99,414.34,Sarin Inc,L,18.11,Normal
30800,Quam 1L,Atta Rice & Dal,820.12,677.9,Savant-Dhingra,Kg,17.34,Normal
30801,Accusantium Jar,Beverages,137.68,117.41,"Prashad, Sama and Kadakia",L,14.72,Normal
30802,Qui Combo,Household,815.61,730.11,Dora and Sons,g,10.48,Normal
30803,Voluptates 1L,Fruits & Vegetables,805.16,589.49,"Chandran, Bumb and Johal",PC,26.79,Normal
30804,Commodi Combo,Meat & Seafood,897.92,643.84,"Thakur, Modi and Hayer",Kg,28.3,Normal
30805,Atque Jar,Fruits & Vegetables,51.18,49.1,Sem-Khare,g,4.06,Normal
30806,Doloribus Jar,Personal Care,1100.36,995.14,"Kalita, Lata and Bandi",Kg,9.56,Normal
30807,Accusamus Combo,Fruits & Vegetables,1096.0,1027.5,Keer-Dhingra,PC,6.25,Normal
30808,Dolore Pack,Atta Rice & Dal,645.49,520.75,"Chakraborty, Chandra and Batta",ml,19.32,Normal
30809,Excepturi Box,Bakery,656.57,613.96,"Ramachandran, De and Barman",L,6.49,Normal
30810,Aliquam 1L,Household,411.33,344.82,Bali-Sem,PC,16.17,Normal
30811,Nulla Pack,Bakery,648.13,475.06,"Vig, Jani and Minhas",Kg,26.7,Normal
30812,Harum 1L,Pet Supplies,555.57,429.0,Rastogi-Saha,L,22.78,Normal
30813,Odit Jar,Instant Food,442.58,433.0,"Wali, Peri and Nazareth",ml,2.16,Normal
30814,Saepe 500g,Instant Food,705.43,691.59,"Sarkar, Mital and Mandal",g,1.96,Normal
30815,Eos 500g,Instant Food,580.7,484.31,Om-Shan,Kg,16.6,Normal
30816,Aliquid 1L,Beverages,1104.08,860.34,Suresh-Shenoy,ml,22.08,Normal
30817,Provident Box,Fruits & Vegetables,1213.23,1006.39,"Rattan, Mittal and Gulati",Kg,17.05,Normal
30818,Deleniti Combo,Snacks,652.94,478.94,Unknown,ml,26.65,Normal
30819,Deserunt 1L,Fruits & Vegetables,654.61,543.01,"Chaudhry, Parmar and Morar",ml,17.05,Normal
30820,Modi Jar,Snacks,791.22,674.36,"Kant, Nigam and Chad",g,14.77,Normal
30821,Error 500g,Baby Care,973.5,810.64,Mannan Inc,ml,16.73,Normal
30822,Quisquam Pack,Pet Supplies,1003.84,704.25,Rao LLC,PC,29.84,Normal
30823,Suscipit Box,Bakery,926.62,891.38,Guha PLC,Kg,3.8,Normal
30824,Aliquam 1L,Baby Care,828.4,621.56,Agrawal Inc,Kg,24.97,Normal
30825,Perferendis Combo,Fruits & Vegetables,561.04,399.63,"Dua, Bhargava and Andra",PC,28.77,Normal
30826,Unde 500g,Dairy & Breakfast,388.36,327.86,Tata-Kala,Kg,15.58,Normal
30827,Consequuntur Combo,Fruits & Vegetables,101.73,100.36,"Magar, Cheema and Shan",Kg,1.35,Normal
30828,Amet Jar,Dairy & Breakfast,609.23,579.8,Unknown,PC,4.83,Normal
30829,Rem Pack,Fruits & Vegetables,386.58,376.98,"Pal, Vaidya and Swaminathan",PC,2.48,Normal
30830,Impedit Combo,Pet Supplies,700.72,517.16,"Rajagopal, Sen and Badal",PC,26.2,Normal
30831,Quas Pack,Bakery,601.52,541.92,"Banik, Vyas and Savant",Kg,9.91,Normal
30832,Sint Box,Fruits & Vegetables,1213.15,1006.32,Gara-Sengupta,L,17.05,Normal
30833,Nisi 1L,Snacks,384.32,275.67,Raghavan-Chada,PC,28.27,Normal
30834,Pariatur 500g,Dairy & Breakfast,1179.06,1076.7,Natt-Boase,g,8.68,Normal
30835,Laudantium 500g,Fruits & Vegetables,1095.49,1075.19,Thaker PLC,PC,1.85,Normal
30836,Deleniti 1L,Fruits & Vegetables,484.13,410.91,"Memon, Chander and Thakkar",L,15.12,Normal
30837,Quam Box,Snacks,80.06,72.13,"Majumdar, Mammen and Vasa",Kg,9.91,Normal
30838,Doloribus Box,Pet Supplies,714.11,605.04,Bir PLC,Kg,15.27,Normal
30839,Culpa 500g,Baby Care,963.62,740.41,Nagarajan-Randhawa,Kg,23.16,Normal
30840,Iure Jar,Household,80.59,66.14,"Gopal, Soman and Master",Kg,17.93,Normal
30841,Excepturi Box,Fruits & Vegetables,567.03,450.09,Talwar Inc,L,20.62,Normal
30842,Ad Combo,Fruits & Vegetables,946.44,922.16,Gulati-Choudhry,g,2.57,Normal
30843,Mollitia Pack,Bakery,424.93,302.04,"Kamdar, Goda and Divan",L,28.92,Normal
30844,Deleniti Pack,Instant Food,130.84,96.87,Soni Ltd,g,25.96,Normal
30845,Ipsam Box,Meat & Seafood,121.06,94.96,"Atwal, Kala and Verma",L,21.56,Normal
30846,Ipsam Jar,Atta Rice & Dal,1191.14,1050.29,Iyer-Mutti,ml,11.82,Normal
30847,Pariatur Combo,Beverages,936.83,753.0,Karpe PLC,L,19.62,Normal
30848,Maiores Jar,Atta Rice & Dal,315.76,268.18,Manne LLC,L,15.07,Normal
30849,Nostrum Combo,Snacks,419.92,381.63,Unknown,PC,9.12,Normal
30850,Explicabo Jar,Snacks,744.0,638.84,Kibe-Barad,Kg,14.13,Normal
30851,Tempora 500g,Instant Food,1158.42,878.56,"Pandya, Sarraf and Dara",Kg,24.16,Normal
30852,Odit 1L,Meat & Seafood,208.12,203.01,Nadkarni and Sons,PC,2.46,Normal
30853,Molestiae Box,Meat & Seafood,630.96,626.7,Unknown,g,0.68,Normal
30854,Maxime Combo,Pet Supplies,65.31,46.37,Nagarajan-Sidhu,PC,29.0,Normal
30855,Nisi Combo,Household,312.95,299.97,Chokshi Group,Kg,4.15,Normal
30856,Velit Jar,Instant Food,403.64,313.87,Bala Inc,PC,22.24,Normal
30857,Iure 1L,Snacks,189.64,178.83,"Sagar, Bhakta and Barad",g,5.7,Normal
30858,Totam Combo,Instant Food,633.54,472.2,Basak LLC,ml,25.47,Normal
30859,Pariatur Combo,Dairy & Breakfast,251.6,208.73,Nadig-Dora,PC,17.04,Normal
30860,Aperiam 1L,Pet Supplies,563.87,443.22,Misra PLC,PC,21.4,Normal
30861,Ipsam Jar,Meat & Seafood,610.91,476.18,Pandit-Virk,g,22.05,Normal
30862,Non Pack,Beverages,495.45,452.97,Dhingra-Bhalla,PC,8.57,Normal
30863,Ducimus Combo,Meat & Seafood,844.25,660.86,Chawla-Chatterjee,Kg,21.72,Normal
30864,Et 500g,Instant Food,807.22,670.15,Swaminathan-Goyal,ml,16.98,Normal
30865,Eius 500g,Snacks,967.33,740.38,Ray Ltd,PC,23.46,Normal
30866,Id Pack,Beverages,474.88,425.55,Malhotra-Krishnan,g,10.39,Normal
30867,Officiis 1L,Meat & Seafood,129.06,113.85,Nigam-Sane,PC,11.79,Normal
30868,Voluptatum Jar,Household,1065.99,879.92,Vyas Inc,Kg,17.46,Normal
