order_id,customer_id,store_id,platform_id,order_datetime,promised_delivery_min,actual_delivery_min,order_status,payment_mode,order_value_inr,discount_inr
7009103,401874,6108,4,15-Apr-2023,30,30.0,Cancelled,COD ,581.93,
7009104,403346,6066,4,2023-10-02,15,25.0,CANCELLED,Wallet,1494.34,61.7
7009105,401249,6010,2,2023-04-11,30,20.0,In Transit,Wallet,3225.54,
7009106,401223,6104,4,2024-02-21,10,13.0,Pending,COD ,1038.81,199.06
7009107,402792,6086,1,07/05/2024,15,21.0,Cancelled,COD ,2148.17,
7009108,400534,6099,2,2025-02-05,30,,Returned,COD ,411.65,39.0
7009109,403646,6023,4,2023-07-02,15,15.0,Pending,Wallet,1952.45,84.4
7009110,402256,6144,2,2023-10-21,30,39.0,Cancelled,UPI,2680.84,30.65
7009111,401439,6140,4,2023-03-25,10,7.0,CANCELLED,Card,,25.32
7009112,400114,6082,4,04-24-2023,20,25.0,Cancelled,upi,2684.8,35.72
7009113,401025,6106,1,2024-11-14,20,25.0,Returned,upi,1206.64,171.2
7009114,401360,6118,1,2024-11-09,20,22.0,In Transit,upi,,169.41
7009115,401814,6004,3,2023-11-24,30,32.0,In Transit,upi,374.22,109.04
7009116,401938,6074,2,2025-03-06,10,17.0,CANCELLED,COD,1205.39,
7009117,403613,6108,2,2024-08-20,20,32.0,Delivered,Card,1120.24,112.81
7009118,402014,6126,2,06-Oct-2023,30,22.0,Pending,COD ,1058.26,95.7
7009119,401124,6078,3,2025-04-22,20,29.0,In Transit,UPI,3459.06,147.3
7009120,402460,6073,4,04/08/2023,30,25.0,Cancelled,upi,3047.2,
7009121,401039,6113,2,02/01/2023,20,13.0,Pending,UPI,1042.74,
7009122,402362,6104,3,2023-06-06,20,22.0,delivered,upi,1917.48,12.68
7009123,401152,6063,1,2025-07-05,15,17.0,Delivered,Wallet,2055.76,
7009124,400722,6107,1,2023-03-01,15,2.0,Delivered,COD ,1910.96,161.28
7009125,403512,6112,2,2023-04-28,15,28.0,In Transit,COD,344.24,84.32
7009126,403968,6131,3,2025-03-10,10,7.0,In Transit,UPI,319.21,169.55
7009127,403985,6030,4,2025-07-31,10,16.0,Cancelled,Card,2452.51,158.02
7009128,402307,6103,1,2025-04-02,15,18.0,In Transit,Card,1972.07,60.93
7009129,401116,6054,4,2025-07-11,30,35.0,Cancelled,Card,1672.34,
7009130,402178,6077,2,2023-12-06,30,31.0,CANCELLED,UPI,2650.18,150.54
7009131,401262,6028,3,03-29-2024,20,23.0,Returned,COD ,1423.51,107.62
7009132,401596,6110,4,2024-12-14,30,31.0,Delivered,upi,2406.34,145.66
7009133,403329,6025,3,2024-02-17,10,7.0,Cancelled,Wallet,1612.01,92.58
7009134,402783,6105,2,02-Dec-2023,30,39.0,Cancelled,UPI,1968.73,152.35
7009135,400291,6088,4,2023-02-07,20,21.0,In Transit,UPI,1148.43,
7009136,400980,6137,3,2024-10-05,20,23.0,Pending,UPI,276.38,130.38
7009137,402759,6091,1,2023-12-18,20,16.0,Cancelled,Card,2812.72,
7009138,402815,6127,3,2025-01-21,10,5.0,Delivered,UPI,710.99,132.69
7009139,403812,6021,4,2024-02-07,10,12.0,Delivered,Card,328.04,32.26
7009140,401075,6018,3,2025-02-25,15,4.0,Pending,COD ,2610.81,87.43
7009141,403642,6022,1,2024-11-23,20,32.0,Delivered,Wallet,2670.72,140.06
7009142,402201,6045,4,20/11/2024,15,,CANCELLED,Wallet,287.84,175.54
7009143,402200,6028,1,2025-07-02,15,13.0,Pending,UPI,1468.43,150.68
7009144,402027,6022,1,2025-07-21,15,11.0,Returned,Wallet,,58.61
7009145,400469,6126,3,2024-05-02,30,31.0,Delivered,UPI,219.32,111.47
7009146,403198,6031,2,2023-07-20,30,34.0,delivered,COD ,1080.18,124.58
7009147,400421,6143,2,2025-07-17,10,16.0,Pending,Card,2822.15,119.42
7009148,402983,6101,2,2024-10-01,15,10.0,Cancelled,Wallet,2885.51,125.24
7009149,402487,6121,2,2025-07-02,20,11.0,Returned,COD ,3156.43,117.37
7009150,400969,6126,4,03-Jul-2023,10,9.0,Delivered,UPI,2305.21,
7009151,402518,6066,3,2025-06-08,30,29.0,Delivered,COD,924.47,123.23
7009152,400660,6106,1,2024-08-12,20,14.0,Delivered,COD ,3118.38,151.66
7009153,401076,6146,4,2023-07-03,10,20.0,Delivered,UPI,2288.27,46.24
7009154,401743,6089,3,2025-02-07,20,12.0,Pending,Wallet,1937.25,146.17
7009155,401444,6013,1,04-21-2025,20,13.0,Pending,COD,1267.79,106.34
7009156,403280,6140,4,2023-01-12,15,23.0,CANCELLED,UPI,1045.97,
7009157,401120,6046,2,12-22-2024,20,17.0,Delivered,UPI,2653.77,148.56
7009158,401916,6014,2,05-18-2025,15,14.0,delivered,UPI,3454.68,131.25
7009159,402662,6072,1,07-20-2024,20,13.0,CANCELLED,COD ,83.99,50.57
7009160,402573,6092,3,2025-01-16,30,20.0,Delivered,Wallet,3343.42,
7009161,403318,6101,3,2023-11-06,20,14.0,Cancelled,upi,137.99,89.1
7009162,402154,6019,2,2023-09-22,20,7.0,Pending,Wallet,637.55,15.69
7009163,400183,6149,1,2025-06-25,30,36.0,Delivered,Card,1624.93,132.29
7009164,401570,6115,2,2025-04-03,15,17.0,delivered,Wallet,180.53,6.78
7009165,400141,6093,2,2025-07-25,30,45.0,CANCELLED,Card,1275.67,26.7
7009166,402538,6014,3,2023-12-04,10,9.0,delivered,COD,1333.99,166.82
7009167,403866,6039,2,2023-05-17,20,16.0,Cancelled,COD,1802.25,77.72
7009168,402575,6112,1,2024-08-24,15,23.0,Delivered,Card,1354.8,
7009169,401288,6083,2,2023-07-11,30,26.0,Cancelled,UPI,1750.45,153.27
7009170,400200,6103,3,2025-01-01,30,38.0,In Transit,Wallet,1347.89,163.34
7009171,401624,6056,3,2023-02-05,30,26.0,Delivered,Wallet,3029.21,
7009172,401629,6032,3,2023-03-22,30,16.0,CANCELLED,Wallet,696.85,184.95
7009173,401866,6106,3,2024-03-18,30,27.0,In Transit,Wallet,361.79,
7009174,400852,6006,4,2024-03-29,30,27.0,Cancelled,COD,892.08,43.72
7009175,400611,6098,2,2024-12-02,30,34.0,CANCELLED,upi,2771.95,
7009176,400205,6063,1,2025-02-22,15,11.0,In Transit,upi,462.27,125.03
7009177,402342,6024,3,2024-11-18,20,22.0,Delivered,UPI,213.6,174.75
7009178,402713,6074,3,2025-01-14,15,17.0,In Transit,UPI,3385.35,78.24
7009179,400562,6096,4,22-Dec-2024,20,13.0,Delivered,UPI,1142.59,159.78
7009180,400529,6062,2,2023-08-03,10,2.0,Cancelled,UPI,469.34,
7009181,403136,6108,1,2024-01-22,10,4.0,Delivered,Card,591.45,161.77
7009182,400768,6107,4,2023-08-04,10,2.0,Delivered,COD ,2081.93,152.17
7009183,401481,6068,3,2024-09-22,20,20.0,CANCELLED,COD ,1308.29,151.29
7009184,400199,6037,1,2023-12-16,30,,Delivered,COD,2005.1,118.72
7009185,401427,6051,1,2024-12-08,30,27.0,Pending,Card,3416.18,12.48
7009186,400165,6119,3,2023-10-01,15,10.0,CANCELLED,UPI,1290.15,18.67
7009187,402644,6119,2,2024-11-29,30,21.0,In Transit,Wallet,1432.38,180.21
7009188,400124,6029,2,2025-02-14,30,35.0,Pending,Card,459.38,87.36
7009189,400694,6067,1,2023-03-05,20,28.0,Cancelled,COD,554.68,136.05
7009190,400838,6139,2,2023-05-28,10,2.0,Returned,COD,1300.69,167.98
7009191,403933,6033,3,2024-08-30,10,26.0,Cancelled,Card,2051.2,
7009192,400774,6105,1,03-20-2023,10,22.0,Cancelled,Card,2733.09,173.47
7009193,402283,6100,3,2024-06-06,30,26.0,Pending,COD,1075.43,108.29
7009194,401268,6101,4,2024-03-16,10,10.0,CANCELLED,COD,1669.46,99.59
7009195,402848,6113,2,2025-04-09,15,16.0,Cancelled,upi,521.5,173.58
7009196,402028,6109,4,2024-03-05,20,23.0,In Transit,upi,2718.86,39.94
7009197,402801,6044,2,04-25-2025,10,7.0,Cancelled,Wallet,3022.0,192.75
7009198,402969,6020,4,2025-07-29,15,18.0,Pending,Wallet,1554.78,29.88
7009199,400742,6135,2,2023-02-24,15,20.0,Returned,Wallet,380.27,186.05
7009200,401185,6108,1,2023-11-10,30,49.0,Pending,Card,550.97,89.5
7009201,401536,6132,3,2024-08-25,30,29.0,Returned,UPI,2204.39,51.87
7009202,402341,6126,2,2023-03-03,10,5.0,Returned,COD ,1444.16,75.78
7009203,400413,6117,1,2023-04-23,20,28.0,Delivered,Card,2196.53,131.6
7009204,402791,6137,3,2023-10-24,20,20.0,Delivered,Card,2410.32,13.42
7009205,400323,6117,2,2024-12-17,20,21.0,Returned,UPI,2087.15,66.14
7009206,402618,6029,4,2023-02-24,30,30.0,Returned,Wallet,941.79,62.89
7009207,400567,6123,4,2023-05-31,20,17.0,delivered,upi,2812.41,
7009208,400212,6029,4,2024-12-08,20,16.0,Delivered,UPI,1967.75,28.77
7009209,402917,6103,2,2025-07-03,20,16.0,Delivered,COD ,,77.65
7009210,400348,6149,1,2023-10-21,30,24.0,In Transit,Card,802.17,185.77
7009211,401275,6023,2,2023-09-17,20,16.0,delivered,COD ,356.57,
7009212,400153,6104,1,2024-12-24,10,24.0,Returned,COD,2085.92,73.32
7009213,403870,6067,1,03/02/2025,20,19.0,Cancelled,upi,3206.49,47.22
7009214,401214,6020,1,2024-11-13,30,24.0,Returned,Wallet,383.62,
7009215,401368,6078,4,2023-07-20,30,22.0,Delivered,Card,2757.35,8.51
7009216,403277,6039,3,2025-06-08,10,19.0,delivered,UPI,705.88,69.68
7009217,403909,6046,2,2024-01-30,20,15.0,Cancelled,UPI,1317.35,167.12
7009218,402295,6108,2,10-30-2024,20,21.0,Pending,Wallet,1281.54,131.6
7009219,403321,6124,4,2023-02-16,20,6.0,In Transit,COD ,2935.84,40.3
7009220,401965,6006,1,2025-07-18,30,14.0,delivered,COD,2390.35,133.06
7009221,400132,6076,2,2023-12-11,10,12.0,Returned,COD ,1583.53,118.84
7009222,400471,6106,3,2025-01-02,30,17.0,Cancelled,Card,,138.17
7009223,400138,6056,3,2023-01-01,15,16.0,Pending,Card,1516.68,80.09
7009224,402421,6042,2,2024-08-30,30,36.0,Cancelled,Wallet,2192.3,27.25
7009225,401903,6087,1,2023-06-26,20,13.0,CANCELLED,Wallet,1411.6,
7009226,401425,6142,1,2024-08-25,30,26.0,Cancelled,COD,2302.69,
7009227,400203,6082,3,2024-04-24,15,11.0,delivered,COD,1536.64,76.88
7009228,402667,6004,2,2023-06-30,15,9.0,In Transit,Wallet,3364.2,146.87
7009229,400234,6032,4,2024-10-26,10,6.0,Returned,COD,2706.61,112.15
7009230,403131,6024,1,2023-04-11,15,11.0,Pending,UPI,633.47,25.9
7009231,403321,6080,4,2024-07-04,10,8.0,delivered,UPI,227.37,78.2
7009232,400738,6111,3,2024-02-16,30,,delivered,COD,903.45,128.48
7009233,400480,6122,1,2024-10-26,15,19.0,Pending,UPI,167.45,183.97
7009234,400467,6025,1,2024-08-13,10,13.0,Returned,UPI,691.39,102.08
7009235,403495,6004,1,2023-05-12,10,10.0,Returned,Wallet,2092.02,
7009236,400983,6021,1,2024-03-06,30,24.0,Pending,COD,2313.29,113.62
7009237,401695,6074,4,07-25-2024,15,18.0,Cancelled,Card,2509.08,181.58
7009238,402129,6071,3,2024-09-29,30,36.0,In Transit,COD ,2130.54,2.34
7009239,401311,6066,4,2024-02-15,20,21.0,Cancelled,Wallet,458.5,124.92
7009240,403724,6062,2,2024-11-20,20,17.0,In Transit,UPI,3299.99,80.15
7009241,401366,6021,3,29/02/2024,15,31.0,CANCELLED,upi,147.52,111.53
7009242,402646,6107,2,2023-12-27,20,2.0,Delivered,Card,1914.74,2.21
7009243,400600,6015,1,2025-01-31,30,34.0,Delivered,Wallet,1869.63,41.42
7009244,401556,6021,4,01-15-2023,20,21.0,In Transit,Wallet,2032.91,173.78
7009245,402841,6059,4,2025-04-14,30,41.0,Returned,COD ,3282.21,173.12
7009246,401188,6111,2,2023-05-31,15,29.0,delivered,Card,284.6,164.76
7009247,403514,6064,3,2024-08-05,20,25.0,Cancelled,Wallet,1321.38,199.41
7009248,400772,6033,2,2024-07-14,20,16.0,Pending,Card,99.05,105.25
7009249,401206,6116,1,2023-08-04,20,24.0,Returned,COD,3307.78,29.82
7009250,403390,6124,3,2024-12-26,30,21.0,CANCELLED,Card,1450.94,
7009251,400568,6050,2,04-Jan-2025,15,15.0,In Transit,upi,879.89,136.28
7009252,401416,6018,3,2024-10-28,20,,Returned,upi,2994.04,135.57
7009253,403564,6043,2,2024-09-18,10,13.0,Returned,COD ,502.67,196.99
7009254,401869,6090,2,2024-06-15,20,6.0,CANCELLED,UPI,2754.74,13.15
7009255,403888,6118,4,2023-12-23,30,27.0,In Transit,COD ,1859.21,58.72
7009256,401685,6043,3,2023-10-07,15,16.0,Returned,upi,2769.93,
7009257,402883,6129,1,2024-04-18,10,,Pending,COD ,3162.22,114.82
7009258,401589,6131,1,2025-05-09,20,17.0,Delivered,Card,1664.51,6.48
7009259,403177,6133,3,2024-12-13,20,14.0,Pending,Wallet,1089.15,189.65
7009260,402459,6032,3,2024-10-28,20,18.0,Pending,COD,1074.26,68.03
7009261,400409,6028,4,2023-06-04,10,21.0,delivered,COD ,677.87,155.0
7009262,400774,6071,1,2023-12-06,10,5.0,delivered,Wallet,1188.76,162.41
7009263,401006,6083,2,14/12/2023,20,10.0,Returned,UPI,2727.27,169.95
7009264,403965,6056,2,2024-02-22,20,12.0,Delivered,upi,757.1,50.84
7009265,400391,6143,4,2024-07-03,30,26.0,Pending,UPI,2549.67,77.57
7009266,402777,6036,1,2024-06-28,30,35.0,In Transit,Wallet,1911.0,1.01
7009267,401997,6021,2,2025-07-03,15,13.0,Cancelled,COD,1057.67,85.34
7009268,402814,6070,4,2023-04-25,30,36.0,Returned,Card,2013.75,69.72
7009269,403398,6119,3,2023-09-07,15,25.0,Pending,Wallet,529.45,78.84
7009270,403463,6115,4,2024-11-13,10,3.0,delivered,UPI,1100.81,
7009271,401040,6073,1,2023-09-22,10,11.0,delivered,Card,412.06,
7009272,402378,6070,1,2023-09-11,20,17.0,Cancelled,COD ,407.26,87.9
7009273,402668,6036,2,2023-12-21,30,37.0,In Transit,COD,1798.89,95.83
7009274,403976,6020,2,2025-02-06,20,26.0,Cancelled,UPI,836.32,35.3
7009275,401879,6049,3,2024-10-19,10,,Returned,Wallet,3403.22,22.77
7009276,401366,6065,3,29/05/2023,10,2.0,CANCELLED,COD ,1821.76,197.02
7009277,402836,6116,4,2023-12-04,10,7.0,delivered,Wallet,1410.03,132.23
7009278,400284,6141,2,2023-03-04,20,19.0,CANCELLED,COD,,3.68
7009279,403461,6039,2,24-Sep-2024,10,9.0,Pending,UPI,2023.87,161.68
7009280,400266,6010,1,2023-11-26,20,15.0,Cancelled,COD,2992.39,151.97
7009281,402428,6012,1,2023-10-07,10,12.0,Cancelled,COD,2557.8,44.22
7009282,400350,6131,2,2025-04-17,20,23.0,Cancelled,Wallet,2986.47,174.76
7009283,402841,6091,4,2024-01-02,15,17.0,Pending,UPI,,36.94
7009284,402764,6032,3,01-Aug-2024,30,24.0,Pending,COD,755.78,147.81
7009285,402387,6062,3,2023-10-06,30,27.0,Returned,COD ,2347.04,75.27
7009286,402968,6144,1,2024-08-25,20,11.0,Delivered,COD ,1850.79,
7009287,402852,6053,2,2023-12-04,30,24.0,In Transit,upi,909.12,25.28
7009288,401827,6080,4,2025-03-25,15,19.0,Pending,COD ,2198.15,132.78
7009289,402510,6107,2,2025-03-08,15,13.0,Pending,upi,3051.35,56.53
7009290,400434,6106,1,2025-04-22,10,8.0,Cancelled,COD ,1332.63,
7009291,401670,6102,3,2023-05-10,20,28.0,Delivered,Card,3424.59,99.7
7009292,402697,6137,3,2023-10-26,30,25.0,CANCELLED,COD ,1739.72,161.1
7009293,400942,6018,1,2025-04-29,20,20.0,delivered,upi,2446.38,27.08
7009294,402077,6124,2,2025-05-17,30,18.0,Returned,COD,2467.08,29.52
7009295,403523,6138,1,2023-03-18,30,37.0,Returned,COD,2969.56,39.24
7009296,401726,6035,3,2023-11-17,20,18.0,Delivered,UPI,1938.93,30.08
7009297,403126,6133,2,2025-07-05,15,21.0,Returned,Wallet,236.54,86.09
7009298,403497,6143,4,2025-08-02,20,25.0,delivered,Wallet,3398.04,
7009299,400329,6136,1,2025-05-25,10,9.0,CANCELLED,UPI,153.75,136.08
7009300,400931,6115,2,2024-12-06,20,24.0,CANCELLED,COD,699.02,
7009301,401866,6148,1,2025-05-26,10,2.0,Returned,upi,1558.62,111.17
7009302,403014,6044,1,2023-03-28,30,25.0,Delivered,COD ,2424.34,
7009303,400945,6081,2,07-15-2025,10,2.0,Delivered,UPI,2888.3,62.63
7009304,402756,6116,1,2023-07-27,20,27.0,Cancelled,upi,2948.98,18.05
7009305,403725,6020,1,2025-07-07,30,34.0,CANCELLED,upi,,133.04
7009306,402741,6150,1,2023-05-12,20,30.0,In Transit,COD ,176.15,102.46
7009307,403311,6094,1,2023-01-20,30,40.0,Cancelled,COD,1801.7,0.06
7009308,403410,6026,2,2025-05-30,10,22.0,Delivered,Wallet,487.13,102.0
7009309,400180,6046,4,2023-12-06,15,13.0,Delivered,UPI,3492.74,90.11
7009310,402901,6139,3,2023-06-07,20,8.0,Returned,upi,2190.97,90.02
7009311,402370,6098,3,2024-09-23,10,,CANCELLED,upi,2554.58,68.23
7009312,400707,6069,4,07-02-2024,15,31.0,Pending,Card,1500.8,65.41
7009313,401631,6025,3,2025-05-29,15,19.0,Delivered,COD,1373.91,71.1
7009314,402735,6095,1,2024-09-02,10,19.0,Pending,upi,3410.92,126.58
7009315,402824,6121,1,2025-05-13,20,26.0,Pending,UPI,2956.09,198.65
7009316,400208,6071,4,2024-07-17,20,24.0,CANCELLED,UPI,1705.26,
7009317,402873,6083,2,2025-07-09,10,7.0,Delivered,Wallet,2750.29,146.53
7009318,403775,6075,3,2024-05-27,10,2.0,delivered,COD ,1800.28,163.02
7009319,401242,6016,4,2024-01-27,10,16.0,Delivered,Card,224.4,59.87
7009320,402768,6113,4,2025-03-01,15,8.0,Delivered,COD ,3150.86,
7009321,403590,6148,3,2024-08-09,15,27.0,Pending,Wallet,2927.99,44.71
7009322,400851,6007,2,2023-03-07,30,34.0,Returned,COD,2775.79,182.01
7009323,400698,6004,4,2023-10-30,20,25.0,CANCELLED,upi,2166.01,14.08
7009324,401895,6035,2,2023-06-02,15,,Cancelled,Card,2950.27,64.36
7009325,403131,6056,1,21/03/2024,10,2.0,Returned,UPI,2442.47,78.0
7009326,400132,6093,2,2024-06-29,20,13.0,Pending,Card,2885.78,132.35
7009327,402991,6116,4,2023-01-23,10,17.0,Pending,UPI,2182.81,12.62
7009328,403640,6001,3,2024-06-25,10,2.0,Pending,Wallet,,70.57
7009329,400646,6028,1,2023-02-25,30,20.0,Returned,upi,3000.3,72.94
7009330,401006,6066,3,2024-07-13,15,26.0,In Transit,Wallet,1565.12,115.54
7009331,401730,6077,4,2025-05-21,15,2.0,In Transit,upi,3022.37,175.68
7009332,401168,6014,1,2024-09-09,20,19.0,Delivered,UPI,3198.36,
7009333,403207,6038,1,2023-04-01,15,17.0,Pending,COD ,1914.39,84.16
7009334,402773,6028,2,2025-01-31,20,35.0,Returned,upi,2938.04,86.23
7009335,400823,6022,3,2023-05-25,15,23.0,Pending,Card,1538.6,103.43
7009336,403195,6080,1,2024-11-19,15,18.0,Returned,COD,2758.29,57.79
7009337,400590,6004,2,20/02/2024,15,2.0,CANCELLED,upi,711.8,177.06
7009338,401436,6145,2,2025-03-02,30,28.0,Pending,COD,2840.99,53.59
7009339,401855,6030,1,2024-11-11,20,6.0,CANCELLED,Wallet,3107.88,14.61
7009340,400979,6095,2,2024-10-16,20,22.0,Returned,Wallet,2020.5,75.4
7009341,401585,6037,1,2023-04-17,10,2.0,In Transit,COD ,985.62,9.11
7009342,402256,6137,3,2024-02-22,20,27.0,Cancelled,Wallet,3179.92,
7009343,402667,6026,2,2023-01-05,20,25.0,delivered,Wallet,1240.36,28.81
7009344,403587,6089,2,2023-04-08,20,15.0,Delivered,Card,2241.95,19.86
7009345,402103,6033,2,2024-05-22,30,33.0,Pending,Wallet,2876.69,14.51
7009346,401219,6117,1,2024-09-18,30,31.0,delivered,UPI,2620.88,118.1
7009347,400906,6109,4,2023-12-08,10,11.0,Cancelled,upi,515.42,121.81
7009348,400085,6115,1,06/12/2024,30,30.0,CANCELLED,COD ,1730.84,
7009349,400195,6066,4,2024-12-24,30,35.0,Cancelled,Card,780.4,87.5
7009350,400075,6062,4,2025-03-25,30,30.0,CANCELLED,COD,2218.69,35.68
7009351,403974,6057,3,2024-10-23,20,17.0,delivered,Wallet,1436.99,92.8
7009352,403574,6045,1,2025-02-09,15,18.0,Returned,Card,376.23,165.44
7009353,401774,6057,1,2025-05-26,10,4.0,CANCELLED,COD ,289.84,181.07
7009354,400335,6095,1,14/04/2024,20,29.0,CANCELLED,COD,1718.39,
7009355,403918,6116,4,2024-08-24,15,21.0,Returned,UPI,820.92,66.38
7009356,402840,6122,2,08-17-2023,10,2.0,Pending,COD,2735.95,
7009357,402766,6041,4,2023-09-25,30,27.0,delivered,Card,2444.12,198.63
7009358,402801,6138,3,2025-04-26,30,29.0,Pending,COD,1698.64,29.08
7009359,402151,6103,1,24-Sep-2023,30,29.0,In Transit,COD,72.18,77.73
7009360,402742,6104,4,2025-07-17,30,34.0,CANCELLED,upi,3066.25,
7009361,401928,6129,3,2024-06-25,15,25.0,CANCELLED,Card,3401.69,8.29
7009362,400936,6101,3,2024-03-05,10,21.0,In Transit,Wallet,332.3,160.36
7009363,400720,6022,2,2025-03-10,30,15.0,CANCELLED,Card,310.27,
7009364,400338,6119,2,2024-07-02,15,22.0,CANCELLED,UPI,642.77,
7009365,401308,6056,4,2023-02-21,20,5.0,In Transit,upi,,5.87
7009366,402077,6025,1,2024-06-24,15,23.0,delivered,Card,386.78,87.89
7009367,403110,6116,1,05-Feb-2024,30,33.0,In Transit,COD,714.07,186.12
7009368,402638,6037,3,2024-12-01,15,8.0,Delivered,upi,1326.87,
7009369,402626,6088,1,2023-08-01,30,26.0,delivered,COD,1844.64,4.3
7009370,400078,6036,4,2024-04-13,30,26.0,Delivered,COD,2713.73,
7009371,400998,6084,4,2024-05-07,15,24.0,delivered,COD ,168.73,162.8
7009372,402146,6046,3,17-Feb-2025,20,15.0,CANCELLED,COD ,1697.08,33.85
7009373,401849,6128,3,2023-09-07,20,16.0,CANCELLED,COD ,1420.56,120.16
7009374,401434,6139,2,2024-11-03,20,23.0,Pending,Wallet,1920.15,144.11
7009375,403038,6118,2,2023-03-15,15,27.0,Cancelled,COD,2946.56,171.3
7009376,401104,6044,4,2024-04-17,20,15.0,Delivered,COD ,1554.1,156.56
7009377,402900,6068,3,04-07-2024,30,32.0,Pending,Wallet,689.45,82.87
7009378,400309,6032,3,17-Sep-2023,30,24.0,delivered,COD,2447.55,
7009379,401580,6097,4,2025-02-14,10,18.0,In Transit,upi,1230.55,
7009380,401787,6082,4,2024-09-19,30,21.0,Pending,Card,1284.71,
7009381,402670,6060,2,07/08/2023,10,13.0,Returned,Card,161.95,60.43
7009382,402141,6004,3,2024-12-23,20,23.0,Returned,COD ,958.44,179.6
7009383,400878,6042,4,2025-06-10,15,12.0,delivered,UPI,915.03,180.19
7009384,400623,6089,2,2025-03-04,10,19.0,Pending,COD,836.73,88.94
7009385,400034,6059,3,2024-05-31,10,24.0,Delivered,upi,3148.2,97.86
7009386,400642,6018,2,2024-07-08,15,15.0,Pending,COD ,1187.34,72.84
7009387,401922,6079,1,2023-03-03,10,12.0,In Transit,COD ,1050.76,67.49
7009388,401576,6094,1,2024-11-22,15,16.0,In Transit,UPI,835.68,116.29
7009389,402455,6034,1,2023-06-19,15,24.0,CANCELLED,Card,1826.01,
7009390,400772,6134,3,02-Aug-2025,30,36.0,delivered,Card,1844.51,158.41
7009391,400152,6147,4,2023-02-24,20,20.0,Delivered,upi,2456.03,31.91
7009392,402188,6017,3,2025-03-05,30,29.0,Pending,Card,1284.71,120.41
7009393,403443,6135,4,28/08/2024,30,24.0,Returned,COD,2407.92,161.18
7009394,400917,6024,3,2023-06-26,15,13.0,Delivered,Card,2372.65,21.07
7009395,401241,6113,2,2023-03-01,15,15.0,Pending,UPI,3440.57,114.59
7009396,401100,6120,1,2025-03-05,15,28.0,delivered,UPI,2604.32,175.65
7009397,401581,6053,3,2024-03-04,20,26.0,In Transit,Wallet,2409.72,139.02
7009398,400686,6067,4,2023-03-13,20,3.0,Cancelled,upi,1721.16,123.65
7009399,402613,6120,2,2024-03-25,10,6.0,Cancelled,Card,1125.61,170.95
7009400,402031,6080,2,2023-12-26,10,19.0,Delivered,UPI,629.33,6.48
7009401,400888,6048,3,03-Jun-2025,30,38.0,Pending,COD,877.52,166.02
7009402,403887,6015,2,2024-05-23,15,2.0,In Transit,Wallet,515.56,
7009403,401659,6059,1,12-Nov-2024,10,9.0,CANCELLED,Wallet,1488.65,97.23
7009404,403915,6112,1,2023-04-19,20,32.0,Pending,COD ,1514.21,34.54
7009405,402764,6009,4,2024-06-10,30,24.0,Pending,Card,751.65,135.92
7009406,400838,6013,2,2025-04-01,10,6.0,delivered,COD ,959.66,
7009407,402355,6131,3,2024-08-01,30,30.0,delivered,Wallet,1771.74,169.29
7009408,402214,6102,3,2024-03-03,20,12.0,CANCELLED,Wallet,397.79,51.57
7009409,403866,6107,3,2024-01-13,10,18.0,Pending,UPI,2238.74,102.23
7009410,402835,6106,3,08-30-2023,10,11.0,CANCELLED,upi,742.77,55.43
7009411,403644,6107,3,01-12-2024,10,11.0,In Transit,COD,2511.88,23.98
7009412,401191,6083,3,31-Aug-2024,10,4.0,Cancelled,upi,232.23,
7009413,403395,6050,4,02-Jul-2024,20,28.0,Returned,COD,279.61,181.41
7009414,402742,6060,4,2024-09-20,30,27.0,CANCELLED,COD,2223.03,191.48
7009415,403436,6131,2,2025-07-18,15,8.0,delivered,UPI,333.06,
7009416,403202,6101,1,2024-07-28,15,13.0,Returned,Card,2020.62,
7009417,403423,6067,3,2024-06-07,20,9.0,Returned,COD ,90.12,178.0
7009418,402119,6071,1,2024-12-25,15,10.0,delivered,UPI,1658.7,4.35
7009419,403922,6016,4,2024-01-18,20,37.0,Cancelled,upi,3079.65,
7009420,403909,6085,1,2024-05-04,15,8.0,Delivered,Card,2666.73,8.44
7009421,400992,6030,1,19-Dec-2023,15,8.0,In Transit,Card,584.84,191.91
7009422,403889,6096,4,2025-06-10,20,20.0,Returned,COD ,1635.27,125.72
7009423,402016,6060,2,2025-02-08,10,12.0,CANCELLED,COD ,748.35,181.99
7009424,400687,6092,3,2023-08-18,15,18.0,delivered,Card,2562.25,
7009425,403957,6120,3,2023-05-18,30,31.0,delivered,COD,3306.77,163.56
7009426,403151,6024,3,2025-02-21,30,17.0,CANCELLED,UPI,626.93,178.6
7009427,400318,6106,2,2024-07-22,10,6.0,Pending,UPI,1828.16,164.07
7009428,402094,6052,3,10-21-2023,20,2.0,Returned,Card,775.16,191.16
7009429,402689,6098,2,2023-07-08,20,25.0,delivered,UPI,526.37,183.63
7009430,401351,6094,2,2025-05-31,20,23.0,CANCELLED,UPI,2564.91,7.66
7009431,402527,6145,2,2024-01-07,30,36.0,Cancelled,upi,2649.77,16.17
7009432,403193,6081,3,2023-06-27,20,8.0,CANCELLED,Wallet,2513.36,91.36
7009433,403507,6069,1,07-10-2025,30,14.0,Returned,UPI,1714.68,74.26
7009434,401551,6021,1,2024-10-25,15,15.0,Delivered,Wallet,,162.46
7009435,403365,6065,3,2023-11-11,20,,In Transit,Wallet,2735.55,
