delivery_id,order_id,rider_id,distance_km,vehicle_type,delivery_rating,delay_flag
601089,7005023,100101,8.73,Bike,1.3,No
601090,7000865,100928,9.73,Bike,2.9,No
601091,7003616,101626,10.2,EV Scooter,2.9,No
601092,7000556,101369,6.71,EV,4.0,Yes
601093,7000937,100890,4.48,Bike,4.1,No
601094,7000885,103633,4.09,EV Scooter,2.3,No
601095,7003124,102765,7.41,EV Scooter,1.6,Yes
601096,7012154,100314,1.61,Bike,3.6,Yes
601097,7004077,103111,3.48,EV,1.3,No
601098,7010003,102305,1.82,Bicycle,4.9,Yes
601099,7005472,101597,8.8,EV,2.9,Yes
601100,7001476,102025,4.28,EV,2.4,Yes
601101,7014142,100325,0.69,Bike,4.7,Yes
601102,7012039,101027,11.2,EV,1.9,No
601103,7004302,102563,6.29,EV,4.2,No
601104,7002122,102040,10.04,Bike,3.1,No
601105,7000310,101157,8.19,EV,2.8,Yes
601106,7008478,100784,1.84,EV Scooter,3.6,No
601107,7008647,100212,9.07,Bike,3.3,No
601108,7003780,100886,2.34,Bike,3.9,Yes
601109,7007743,102523,7.81,EV Scooter,4.8,No
601110,7004895,103149,7.7,EV Scooter,2.5,Yes
601111,7008707,103103,3.43,Bike,2.1,Yes
601112,7006873,103802,9.67,EV Scooter,3.9,No
601113,7007436,103458,8.76,Bicycle,2.5,No
601114,7003722,101727,3.78,Bicycle,1.9,No
601115,7006300,101496,11.19,Bike,1.7,Yes
601116,7010588,100079,10.5,Bike,4.5,Yes
601117,7012650,101583,9.05,Bike,5.0,No
601118,7001364,102647,4.46,Bike,2.9,No
601119,7006927,100443,7.41,Bike,2.9,Yes
601120,7014075,100212,6.8,Bicycle,4.5,Yes
601121,7004361,100131,7.34,Bike,3.3,No
601122,7010963,100747,6.275,EV,1.4,Yes
601123,7008722,102344,11.93,Bike,1.4,Yes
601124,7013362,100077,8.67,Bike,4.2,No
601125,7008563,100662,5.69,EV,1.7,Yes
601126,7013039,102753,9.38,EV,1.3,Yes
601127,7011033,103121,9.04,Bike,4.1,Yes
601128,7011409,102076,4.6,Bike,2.9,No
601129,7006654,100982,6.265,Bike,4.8,Yes
601130,7003074,103362,11.84,EV,3.5,Yes
601131,7002315,101507,1.56,Bicycle,4.6,No
601132,7012445,102167,2.39,EV,1.2,No
601133,7001429,100151,2.12,Bicycle,1.2,Yes
601134,7005335,100453,7.63,EV Scooter,4.2,Yes
601135,7009748,100924,6.32,EV Scooter,1.6,No
601136,7009832,103561,2.02,Bicycle,3.6,No
601137,7001896,100691,1.32,EV Scooter,3.1,Yes
601138,7006748,100370,4.71,Bike,2.5,No
601139,7014211,101330,7.63,EV Scooter,2.7,Yes
601140,7002897,100636,7.16,Bike,2.8,Yes
601141,7013243,101314,6.26,Bike,1.6,No
601142,7013249,102505,10.12,Bike,3.9,Yes
601143,7010371,101917,1.35,Bike,3.6,Yes
601144,7013221,103967,6.55,Bike,1.2,No
601145,7005651,102577,10.36,Bicycle,1.8,Yes
601146,7005508,103848,6.6,EV Scooter,5.0,Yes
601147,7006424,102445,7.4,Bike,2.1,Yes
601148,7001931,102735,2.57,Bike,4.4,No
601149,7007850,103641,7.04,EV,2.4,Yes
601150,7014325,100159,7.39,Bicycle,4.8,Yes
601151,7003447,100034,2.0,EV,2.2,No
601152,7009674,103634,11.99,Bike,4.8,No
601153,7004798,102623,5.08,EV,4.5,No
601154,7014221,101839,0.57,EV,1.5,No
601155,7009351,102167,11.23,Bicycle,2.0,Yes
601156,7013339,100913,11.49,Bike,1.8,Yes
601157,7000345,103257,10.71,EV Scooter,3.1,No
601158,7010848,101797,9.37,EV Scooter,3.3,Yes
601159,7004991,103655,11.75,EV,4.6,No
601160,7002497,102686,2.97,EV Scooter,2.5,Yes
601161,7005659,103340,5.61,Bike,2.9,Yes
601162,7013590,103393,10.22,EV,4.0,Yes
601163,7000152,101601,8.98,Bike,1.0,No
601164,7012214,100441,1.54,EV,2.1,Yes
601165,7012215,103741,11.33,Bicycle,3.6,Yes
601166,7007932,100484,5.49,Bike,2.3,No
601167,7000573,101633,10.1,EV Scooter,2.9,No
601168,7003143,101214,1.38,Bike,4.2,Yes
601169,7008795,102217,11.72,Bike,2.3,No
601170,7006647,103233,2.15,Bicycle,4.6,No
601171,7008993,101717,0.52,Bike,4.3,No
601172,7007156,101887,9.85,Bike,4.4,Yes
601173,7008205,101627,5.38,Bike,3.8,No
601174,7004772,102315,7.04,Bike,4.8,Yes
601175,7003500,100951,0.62,Bicycle,1.4,Yes
601176,7007612,100940,10.15,EV Scooter,1.1,Yes
601177,7011080,102610,6.91,EV,4.5,Yes
601178,7013762,100005,5.01,Bicycle,2.1,No
601179,7013093,101099,6.31,Bicycle,2.9,Yes
601180,7000507,102036,7.67,Bike,4.3,Yes
601181,7014721,103041,11.17,EV,4.4,No
601182,7014739,100823,6.77,EV Scooter,2.2,No
601183,7001554,102325,3.29,Bike,2.9,No
601184,7013582,101138,8.34,Bike,2.4,No
601185,7011321,103240,7.4,Bike,2.7,Yes
601186,7003747,102742,2.42,Bicycle,2.9,Yes
601187,7011261,101572,10.6,Bike,1.6,No
601188,7009594,101572,3.51,Bicycle,1.9,Yes
601189,7006380,100468,5.87,EV,1.0,Yes
601190,7001812,102276,0.61,Bike,1.2,No
601191,7002003,101975,1.47,Bike,2.1,Yes
601192,7001028,100011,3.22,EV,4.5,No
601193,7000820,101962,5.8,Bicycle,1.7,Yes
601194,7012236,103865,2.99,EV,2.9,No
601195,7012620,103959,1.64,EV Scooter,2.9,No
601196,7001791,100580,11.44,EV Scooter,3.6,No
601197,7013291,103417,6.275,EV,2.8,No
601198,7005293,101817,6.84,EV,3.7,Yes
601199,7000908,103671,2.51,EV,1.1,No
601200,7001119,100753,11.55,Bike,3.0,Yes
